d_vendor_name,total
CORADIX TECHNOLOGY CONSULTING,164671718.11
IMPERIAL OIL,162245118.12
UNITED STATES DEPARTMENT OF THE AIR FORCE,159720717.54
VMWARE,156771378.34
COLT CANADA,156288301.58
RANDSTAD,155844325.78
SHELL CANADA PRODUCTS,151934606.28
STONEWORKS TECHNOLOGIES,149310945.16
SPARTAN BIOSCIENCE,149048550.00
WORLD FUEL SERVICES,148779109.15
INSA,148433624.03
SAAB,148190005.49
PMG TECHNOLOGIES,146941044.76
MINDWIRE SYSTEMS,144993117.12
HOLMAN FENWICK WILLAN,144098850.00
MONERIS,143995692.24
CUBIC DEFENSE APPLICATIONS,143539123.52
ITEX,140774555.21
ATCO,140308574.40
COMPUGEN,140066660.59
OPENTEXT,139404765.70
ATLANTIC TOWING,135191068.07
JOHN HOWARD SOCIETY,134912369.47
LIFELABS,132905039.35
CORPORATION DU FORT ST JEAN,132716241.57
ADVANCED CHIPPEWA TECHNOLOGIES,131104884.16
ALTIS HUMAN RESOURCES,130939629.53
DYNACARE,130581494.57
STEPPED CARE SOLUTIONS,130194016.56
CISTEL TECHNOLOGY,128041866.97
THE AIM GROUP,127339904.71
NEWDOCK ST JOHN S DOCKYARD,127144002.56
EXPRESS SCRIPTS CANADA,127094684.76
TEKNION,124395890.72
INMARSAT SOLUTIONS,124357611.43
ROCHE DIAGNOSTICS,123420538.70
WARTSILA,123121070.65
GOLDER ASSOCIATES,122447663.49
TELESAT,121917567.79
AECOM,118774647.49
CACHE COMPUTER CONSULTING,117652228.27
ZAYO CANADA,117406532.87
COMPUTER ASSOCIATES CANADA,114302521.48
KPMG,113769961.04
ISOPLEX,113565000.00
CANADIAN RED CROSS,112444914.22
THE STEVENS COMPANY,110372328.99
SALVATION ARMY,108590972.13
COMPUCOM CANADA,108085627.32
PURELOGIC,107425021.88
FLUID ENERGY GROUP,107384630.58
HYPERTEC,106795621.86
HONEYWELL,106046571.13
PETERS CONSTRUCTION,105914357.37
LUMINULTRA TECHNOLOGIES,104272086.07
PARKLAND REFINING,102956747.38
IPSS,102298155.60
CLICK NETWORKS,101756782.93
OKANAGAN AGGREGATES,101696340.57
WAZANA CLOTHING,99491989.67
DEXTER CONSTRUCTION,98600668.83
TOROMONT,97155195.95
COMPUTERSHARE INVESTOR SERVICES,94066241.78
TIREE,92442962.72
FEDERAL EXPRESS CANADA,92204236.98
ERNST YOUNG,91396545.32
AMERESCO CANADA,91331137.78
BLACK MCDONALD,90981055.91
TES CONTRACT SERVICES,90543250.18
TELECOM COMPUTER SERVICES,90315828.15
INFOSYS,89584762.73
GARDA SECURITY GROUP,89231471.86
DELL COMPUTER,87462543.79
ECLIPSYS SOLUTIONS,87412936.89
BMC SOFTWARE CANADA,86698240.60
MILESTONE ENVIRONMENTAL,86676188.70
SIMEX DEFENCE,86642808.95
FFG,86175480.66
SCA SHIPPING CONSULTANTS ASSOCIATED,85187757.41
HIKE METAL PRODUCTS,84537423.73
IRON MOUNTAIN,84311469.04
COWATERSOGEMA,83863299.80
QUANTUM MANAGEMENT SERVICES,83542305.76
GENERAL ELECTRIC CANADA,83351632.98
XEROX,82377101.84
BROOKFIELD ASSET MANAGEMENT,81717238.13
AEG FUELS,81691385.85
EBC,81677282.92
FLEETWAY,80818363.70
ONX ENTERPRISE SOLUTIONS,80573659.09
ENGLOBE,80267775.83
QINETIQ,79564714.75
ABB,79378093.50
TOSHIBA CANADA,78961317.30
ADRM TECHNOLOGY CONSULTING,78655064.51
FUJITSU,78461768.85
DYNABOOK CANADA,78153867.18
WHITE BEAR INDUSTRIES,76627522.28
TISSEUR,75149484.86
G4S SECURITY SERVICES,74331102.53
SAS INSTITUTE,73696540.34
THERMO FISHER SCIENTIFIC,73201008.46
GLAXOSMITHKLINE,73017319.89
METRO LOGISTICS,72702376.78
ELBIT SYSTEMS,72427910.43
ESRI,71504115.94
GC STRATEGIES,70814839.69
HEDDLE MARINE SERVICES,70596485.25
PALADIN GROUP,70119636.70
LUMINA IT,69670391.00
WOOLLY MAMMOTH OUTERWEAR,69643195.87
FCA CANADA,69589615.75
"NAHANNI CONSTRUCTION",68961957.37
GRAYBRIDGE INTERNATIONAL CONSULTING,68817432.54
BIO NUCLEAR DIAGNOSTICS,68755849.17
PROCOM CONSULTANTS,68674388.68
DADS,67693513.72
VALCOM CONSULTING,67584559.28
RICOH,67361352.60
PRIMED MEDICAL PRODUCTS,67337400.15
UNISYS CANADA,67247876.35
11983890 CANADA CENTRE,67099400.00
LIFE TECHNOLOGIES,67079590.36
PROMAXIS,66892117.01
PROTAK CONSULTING GROUP,65774087.59
PURESPIRIT SOLUTIONS,65186889.70
EIFFAGE INNOVATIVE CANADA,64969479.10
RJG CONSTRUCTION,64364982.10
GREENFIELD CONSTRUCTION,64336959.83
APPLIED ELECTONICS,63985055.41
REDACTED,63047897.02
SOFTCHOICE,62664805.22
ROUDEL MEDICAL AND SURGICAL,62257350.00
BUREAU VERITAS,61617383.34
UNITED STATES DEPARTMENT OF THE ARMY,61462330.01
SELEX,61421898.55
BARGREEN ELLINGSON,61352826.09
CONSTRUCTION DEMATHIEU BARD,61047009.59
BOLESS,60618859.69
LIONBRIDGE,59781060.58
THE BOEING COMPANY,59689206.01
ADVANCED BUSINESS INTERIORS,58839464.68
TALIGENT CONSULTING,58182645.88
BMT FLEET TECHNOLOGY,58053504.01
SANTE MONTFORT,57949831.95
SIERRA SYSTEMS GROUP,57900590.16
HAMEL CONSTRUCTION,57858891.26
INDUSTRIES OCEAN,57377150.76
WINMAR,57212940.06
CORBEL MANAGEMENT,56751591.92
MCELHANNEY ASSOCIATES,56735229.10
INKSMITH,56579411.42
SLR CONSULTING CANADA,56538708.21
GABRIELA OLIVEIRA,56258191.97
GREEN TIMBERS PARTNERSHIP,55487675.91
FRASER RIVER PILE DREDGE,55318439.68
SQUAMISH INDIAN BAND,54982211.42
ESBE SCIENTIFIC INDUSTRIES,54800404.22
QMR,54677180.40
BIRD CONSTRUCTION COMPANY,54614892.04
"NASITTUQ",54577381.91
"NAV CANADA",54521458.15
SAMSON ASSOCIES,54414793.56
RAYMOND CHABOT GRANT THORNTON,54384455.44
MLS OVERSEAS,54294909.36
BIRON GROUPE SANTE,53460393.73
MAXIM 2000,53413580.69
WAJAX,53261741.65
QM ENVIRONMENTAL,52618309.37
CONSTRUCTION LFG,52585562.08
TOYOTA,52299704.56
BDO CANADA,51932465.22
KINETIC CONSTRUCTION,51871300.92
DRAGAGE OCEAN DSM,51814559.64
DEXTERRA,51555836.53
MOMENTUM SOLUTIONS,51401806.59
DEW ENGINEERING,51364310.65
CARAHSOFT TECHNOLOGY,51062043.21
MAGELLAN AEROSPACE,50830121.95
HITACHI DATA SYSTEMS,50827305.29
"NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT",50663262.89
IT NET CONSULTANTS,50464938.38
GDI SERVICES,50369010.93
LOUIS W BRAY CONSTRUCTION,49528625.36
JONELJIM CONCRETE CONSTRUCTION,49373551.52
EMS TECHNOLOGIES,49351648.36
JOSEPH RIBKOFF,49048335.01
STERLING FUELS,48912971.96
J STERLING INDUSTRIES,48840242.00
MCNALLY CONSTRUCTION,48727699.51
CEGERCO,48412915.23
REACTOR ENGINEERING GROUP,48307500.00
NORTHROP GRUMMAN,48144159.67
ALLIED SHIPBUILDERS,47932168.88
BIOMERIEUX CANADA,47696642.53
ENMAX,47623537.42
CANADIAN MARITIME ENGINEERING,47070086.52
ARCHITECTURE 49,46678100.63
DALIAN ENTERPRISES,46013722.26
ABBOTT,46009577.86
GRAHAM CONSTRUCTION,45886647.94
BOMBARDIER,45701355.98
PARKLAND,45646112.32
BRIDGES OF CANADA,45506715.96
LES ENTREPRISES P E C,45411571.98
GREATER TORONTO AIRPORT AUTHORITY,45352520.00
MGIS,45344361.25
MICHAEL WAGER CONSULTING,45258700.08
NUNA EAST,44664340.34
GATESTONE,44499346.64
MCKINSEY AND COMPANY,44438772.50
INDUSTRA CONSTRUCTION,43685607.16
NORR,43468257.41
CBCI TELECOM,43370171.93
TETRA TECH,43323114.04
ZODIAC HURRICANE TECHNOLOGIES,43074546.00
STRYKER CANADA,42943840.54
TRM TECHNOLOGIES,42678572.46
FELIX TECHNOLOGY,42607268.22
SOUTHWEST RESEARCH INSTITUTE,42098788.32
GROUPE GEYSER,42059721.71
DILLON CONSULTING,41991992.53
SMITHS DETECTION,41730827.65
DATA COMMUNICATIONS MANAGEMENT,41501456.83
AMAZON,41359437.72
MTS ALLSTREAM,41296294.08
VERREAULT NAVIGATION,41190114.77
DECAREL,41113410.00
KYNDRYL CANADA,41090515.17
IMPERIAL CLEANERS,41076295.12
UTILITIES KINGSTON,41028991.29
DIRECT ENERGY BUSINESS,40838915.82
COMBAT NETWORKS,40733961.72
CEPHEID,40505521.81
AGILENT,40318590.16
PENN CONSTRUCTION CANADA,40120947.08
GEORGE COUREY,39879741.76
JOSEPH ELIE,39817139.09
KONGSBERG,39794206.73
KNAPPETT INDUSTRIES,39743217.47
BAYSHORE HEALTHCARE,39633928.69
ARCHITECTURE EVOQ,39141504.76
AVI SPL,38974281.86
VANCOUVER DRYDOCK COMPANY,38842258.60
MNP,38665190.78
MERIDIAN MEDICAL TECHNOLOGIES,38127054.95
AMD MEDICOM,37558716.45
TRANSWEST AIR,37450230.90
SANEXEN SERVICES ENVIRONMENTAUX,37108270.71
CON PRO INDUSTRIES CANADA,36981702.21
ADOBE,36970443.15
AGRITEAM CANADA,36717893.17
SANI SABLE LB,36684455.31
SCANSA CONSTRUCTION,36651288.21
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,36642769.79
L AGENCE,36581748.46
SOUCY INTERNATIONAL,35997444.39
KUDLIK CONSTRUCTION,35996888.02
METRO PAVING AND ROAD BUILDING,35611051.57
ULTRA ELECTRONICS,35526810.11
CA,35359796.33
EMERGENT BIOSOLUTIONS,35283259.07
BUTTCON,35112472.54
PENNECON,35026626.71
PACIFIC SAFETY PRODUCTS,34970009.42
ENTREPRISE DE CONSTRUCTION T E Q,34885108.60
BLUMETRIC ENVIRONMENTAL,34739893.90
SOLOTECH,34671823.67
SIEMENS,34129989.95
EMCON SERVICES,33323310.46
PRECISIONIT,33230499.50
ROSCOE CONSTRUCTION,33178427.65
JANKEL TACTICAL SYSTEMS,33147316.46
CONSTRUCTION CYBCO,33112031.64
CIMA,32791675.38
EXXONMOBIL,32746676.81
ORANGUTECH,32709741.49
BRONSWERK MARINE,32628445.37
NOTRA,32186724.38
AEREX AVIONICS,31925669.44
AVONDALE CONSTRUCTION,31695908.84
MARINE RECYCLING,31637773.01
WILCO CONTRACTORS SOUTHWEST,31371015.05
FRANNAN INTERNATIONAL,31286948.45
WOODWARD S OIL,31260249.50
EBSCO CANADA,31193969.96
HARNOIS ENERGIES,31141472.86
METOCEAN TELEMATICS,31075317.53
ATWILL MORIN,31012198.40
JOHNSON S CONSTRUCTION,30974095.85
SYSTEMSCOPE,30919870.54
ST DENIS THOMPSON,30917902.73
ARCADIS CANADA,30904162.15
QUINAN CONSTRUCTION,30843665.26
ILLUMINA CANADA,30794791.94
WORLD UNIVERSITY SERVICE OF CANADA,30778574.87
FAIRBANKS MORSE ENGINE,30766479.37
THE RIGHT DOOR CONSULTING,30719031.09
TITAN AEX,30327889.04
MUSTANG SURVIVAL,30327210.10
PENNANT CANADA,30223364.16
LANGUAGE RESEARCH DEVELOPMENT GROUP,29933052.48
QUOREX CONSTRUCTION SERVICES,29767275.78
ELIZABETH FRY SOCIETY,29541884.15
BLACKBERRY,29390035.18
LS TELCOM,29264464.07
BRONTE CONSTRUCTION,29222553.39
EMMONS MITCHELL CONSTRUCTION,29219651.81
TRANSPOLAR TECHNOLOGY,29188409.41
SEQIRUS CANADA,29058642.55
J W LINDSAY ENTERPRISES,29025811.82
PEERLESS GARMENTS,28985416.80
UNISOURCE,28769945.98
WATERS,28764000.84
ZUTPHEN CONTRACTOR,28731323.07
529040 ONTARIO AND 880382,28529200.38
ELSEVIER,28403360.43
TERVITA,28346025.56
LLOYD S REGISTER CANADA,28324511.88
EAGLE PROFESSIONAL RESOURCES,28321793.82
HAZELWOOD CONSTRUCTION SERVICES,28307309.53
AMAN BUILDERS,28279274.17
VECTOR AEROSPACE,28221965.01
STANFIELDS,28046600.00
TOTEM OFFISOURCE,28016762.36
CHANTIER NAVAL FORILLON,28009975.67
J 1 CONTRACTING,27712610.73
OPSIS,27706920.70
PANASONIC,27614915.34
MACKINNON AND OLDING,27304923.83
LAURENTIAN TECHNOLOGIES,27200059.55
TORONTO STAMP,27177969.00
UNIVERSITY OF TORONTO,27141879.79
MOORE CANADA,27036341.85
MAXSYS STAFFING AND CONSULTING,26788566.76
LEC ENGINEERING CONTRACTING,26704487.43
WILDSTONE CONSTRUCTION,26637395.50
MAXIMUS CANADA,26510238.41
COREBUILD CONSTRUCTION,26457050.83
FVB ENERGY,26342985.67
MCW CUSTOM ENERGY SOLUTIONS,26302151.86
TRANSTEC,26248411.78
HAWBOLDT INDUSTRIES,26175887.03
SOMOS,26042239.76
WOOD CANADA,25965931.30
SUNCOR ENERGY,25931111.95
SASKTEL,25843767.64
UBIQUS CANADA,25828218.39
THE HALIFAX COMPUTER CONSULTING GROUP,25601291.13
GUNTER LANGKOPF MASCHINENBAU,25583052.24
"NATIONS TRANSLATION GROUP",25577194.91
GENESIS INTEGRATION,25549579.21
INTEGRA NETWORKS,25360574.00
GROUPE ROBERT,25271142.09
NORTHWESTEL,25264563.13
HFI PYROTECHNICS,25214958.51
MISHKUMI TECHNOLOGIES,25058039.95
EMIL ANDERSON CONSTRUCTION,25027872.78
THE MASHA KRUPP TRANSLATION GROUP,24999889.78
851791 NWT,24930061.91
NEWFOUND RECRUITING,24896336.77
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,24892952.08
CANON,24884195.83
PYLON ELECTRONICS,24646475.11
9006 9311 QUEBEC,24533899.09
ENTRUST,24487881.92
CITRIX,24433540.18
D F S,24282098.03
DAWSON CONSTRUCTION,24225185.86
APRON FUEL SERVICES,24193501.33
UNITED STATES DEPARTMENT OF DEFENCE,24179259.56
KENN BOREK AIR,24156192.26
M SULLIVAN SON,24028104.92
SITE ENERGY SERVICES,23904367.18
BANCTEC CANADA,23709113.96
R E GILMORE INVESTMENTS,23704964.65
RGT CLOUTHIER,23360541.97
TESTFORCE SYSTEMS,23306192.21
IIC TECHNOLOGIES,23174485.57
DIAMOND AND SCHMITT ARCHITECTS,23141959.85
2220742 ONTARIO,23136783.44
CYMI CANADA,23012723.22
SILLIKER,22983810.45
UNIVERSITY OF OTTAWA,22968721.04
BEAVER AIR CHARTER CONSULTANTS,22939346.50
CAN AM PLATFORMS CONSTRUCTION,22917282.04
COWI NORTH AMERICA,22793839.35
CLOSEREACH,22672323.28
COADY CONSTRUCTION EXCAVATING,22618244.66
CANADIAN BORDER OPERATIONS,22560663.93
WOOD,22548721.01
SEEGENE CANADA,22512142.19
HOSKIN SCIENTIFIC,22389879.88
INTER OUTAOUAIS,22259791.89
M D CHARLTON,22195824.14
COMMVAULT SYSTEMS,22167164.29
BONDFIELD CONSTRUCTION COMPANY,22143129.00
WRIGHT CONSTRUCTION WESTERN,22058221.79
TANGLE RIDGE CUSTOM CRUSHING,22022990.71
FLOYD S CONSTRUCTION,21845304.65
CISION CANADA,21799603.34
INTEROUTE CONSTRUCTION,21758360.32
TURNER TOWNSEND,21595499.80
PRIMEX PROJECT MANAGEMENT,21586898.98
QUEEN S UNIVERSITY,21577765.12
E D BRUNET ET ASSOCIES CANADA,21504668.15
MDOS CONSULTING,21414742.07
SECURIGUARD SERVICES,21380928.29
SECUREKEY TECHNOLOGIES,21332802.49
KING HOE EXCAVATING,21319889.69
HEMMERA ENVIROCHEM,21270149.14
NORTAC DEFENCE,21260712.28
UNIVERSITY OF WATERLOO,21173993.82
HARRIS TRANSPORT,21100301.19
CALKO GROUP,21081186.52
JOWA FAHRZEUGTEILE VERTRIEBS,20983778.38
GREY ROCK SERVICES,20974194.36
DNR CONSULTING GROUP,20830100.79
ENVIROSAFE JANITORIAL,20776410.92
MICRONOSTYX,20746328.30
GROUPE ENERGIE BDL,20729678.57
KONICA MINOLTA BUSINESS SOLUTIONS,20617124.71
MID VALLEY CONSTRUCTION,20598259.65
THOMSON REUTERS,20550855.15
MACONNERIE DYNAMIQUE,20490175.41
MAKWA RESOURCING,20484699.70
APPAREL TRIMMINGS,20473615.61
REPUBLIC ARCHITECTURE,20394550.75
ZYCOM,20351423.00
TRAINOR MECHANICAL CONTRACTORS,20313711.69
PERCEPTICS,20153982.20
SPRINGER VERLAG,20104707.08
KRAUSS MAFFEI WEGMANN,20104329.46
TAG HR,20063019.78
NOVA SCOTIA POWER,20050513.54
OPTIV CANADA FEDERAL,20012593.34
NEPTEC DESIGN GROUP,19962426.64
RAMPART INTERNATIONAL,19872267.68
QUAD PRO CONSTRUCTION,19826461.49
MILLER PAVING,19805059.44
SIMPLEX GRINNELL,19733447.63
MORIYAMA TESHIMA ARCHITECTS,19699207.82
BAE SYSTEMS,19671899.53
ALMIQ CONTRACTING,19646749.68
VERITAS TECHNOLOGIES,19610330.31
AERO FEU,19167358.08
BARRIE MACKAY CONTRACTING,19096043.53
LEVITT SAFETY,19079735.58
SOLUDOC,19066475.51
CANADIAN HELICOPTERS,19059853.28
AV TECH,19020851.09
ADP CANADA,18996256.50
VVI CONSTRUCTION,18961944.91
MEDTRONIC CANADA,18855303.02
MATCON ENVIRONMENTAL,18844021.47
GLOBAL UPHOLSTERY,18812667.41
ASBEX,18766487.00
GETINGE CANADA,18727644.04
ALLIANT TECHSYSTEMS OPERATIONS,18671192.07
CONEXSYS,18637798.18
CONSTRUCTION DERIC,18616115.57
SALESFORCE CANADA,18581512.01
CO VEN,18542735.00
PATLON AIRCRAFT INDUSTRIES,18540393.30
CARLETON UNIVERSITY,18527721.08
POINT HOPE MARITIME,18525579.23
GLASSHOUSE SYSTEMS,18524015.96
NORTH AMERICA CONSTRUCTION,18500205.61
INVERIS TRAINING SOLUTIONS,18438040.99
CUMMINS CANADA,18382872.68
TRUDELL HEALTHCARE SOLUTIONS,18381302.09
SUTHERLAND EXCAVATING,18303178.20
PRECISION ADM,18283200.00
GREAT SLAVE HELICOPTERS,18275713.00
SUPREMEX,18268309.61
NISSAN CANADA,18247096.27
VAN KAPPEL INTERNATIONAL,18217326.12
JOHNSON CONTROLS CANADA,18216283.17
ARTEX SPORTSWEAR,18194850.62
THE CANADA LIFE ASSURANCE COMPANY,18153428.28
GEMTEC,17944294.68
M D STEELE CONSTRUCTION,17863718.81
MINISTRY OF FINANCE,17859984.21
SYSCO,17855180.75
ALVA CONSTRUCTION,17839039.12
"NADINE INTERNATIONAL",17682119.38
TITANIUM CONSTRUCTION,17622212.21
CANADA POST,17615772.16
GLOBAL LIFE SCIENCES SOLUTIONS,17606483.12
BRIQUETAL,17584486.19
EMPOWERED NETWORKS,17528343.00
MAN ENERGY SOLUTIONS CANADA,17516644.90
CONTRACT COMMUNITY,17443619.24
ACT,17342603.88
SOCIETE EMMANUEL GREGOIRE,17325555.81
PACIFIC INDUSTRIAL MARINE,17242658.10
PRONEX EXCAVATION,17105647.38
ANCHOR QEA,17064323.88
DE ANGELIS CONSTRUCTION,17062961.15
OEI KRUEGER,17010726.77
MEGA TECH,17010218.89
BERVIN CONSTRUCTION,16928250.59
PRINTERS PLUS,16877015.10
ASOKAN BUSINESS INTERIORS,16807725.45
DCL CONSTRUCTION SERVICES,16764169.93
ARTEMP PERSONNEL SERVICES,16739267.62
WPP GROUP CANADA COMMUNICATIONS,16716295.80
TRANSCONTINENTAL PRINTING,16698083.34
CERIDIAN,16686472.31
INTERNATIONAL SAFETY RESEARCH,16609137.50
ST LEONARDS PLACE PEEL,16591928.70
URBAN VALLEY TRANSPORT,16580000.00
CBCL,16471145.84
SOLUTIONS MOERAE,16444667.63
PALFINGER MARINE,16421084.37
CANADIAN LEASEBACK,16396307.32
DELCO AUTOMATION,16324327.14
BAXTER,16270111.63
KEYSTONE ENVIRONMENTAL,16227629.04
I4C INFORMATION TECHNOLOGY,16154728.04
R R INTERNATIONAL TRANSLATION,16153896.67
B R ENTERPRISES,16069295.43
"NAVPOINT CONSULTING GROUP",15959495.54
ARDENT GLOBAL,15924435.88
"NATIONAL TEST PILOT SCHOOL",15862705.93
HOULE ELECTRIC,15836111.77
AMEX BANK OF CANADA,15835327.03
GORDON FOOD SERVICE,15777054.62
ASSOCIATED ENGINEERING,15724045.13
MERCEDES BENZ CANADA,15699779.47
NORTH ATLANTIC PETROLEUM,15684038.88
IFATHOM,15660901.70
EXCAVATION RENE ST PIERRE ENG,15644805.49
INDIVIOR UK,15643126.85
STRONG BROS GENERAL CONTRACTING,15583007.53
GESTION AJ,15563158.39
PAVEX,15531423.90
INTER MEDICO,15527021.96
TYCO INTEGRATED FIRE SECURITY,15525001.58
ISM INFORMATION SYSTEMS MANAGEMENT,15483522.04
AIRBORNE SYSTEMS,15414086.57
FIRST PEOPLES INFRA,15363059.81
GEOSPECTRUM TECHNOLOGIES,15350301.62
SERVICE STAR BUILDING CLEANING,15296036.53
JASCO APPLIED SCIENCES CANADA,15261693.21
GRIFFIN ENGINEERED SYSTEMS,15220437.84
ARI FINANCIAL SERVICES,15200332.53
INNOVASEA MARINE SYSTEMS CANADA,15148481.01
CANADIAN VETERANS VR SERVICE,15132933.66
CWP CONSTRUCTORS,15092914.13
CONFECTION AVENTURE,15084720.00
ARUP CANADA,15036071.73
ACKLANDS GRAINGER,15030655.90
MOBILE VALVE,15026760.33
AVJET HOLDING,14972808.17
DSS MARINE,14958516.64
CELEB CONSTRUCTION,14951844.57
"NAVAMAR",14896389.59
CRANDALL ENGINEERING,14884329.43
FIA GROUP,14879345.47
BLUE WATER SYSTEM,14876382.00
TSUU T INA CONTRACTING GP,14859000.00
GROUPE ONSCOPE,14834529.07
VWR INTERNATIONAL,14807993.39
WORKDYNAMICS TECHNOLOGIES,14785636.40
PROSCI CANADA,14775174.14
VANRX PHARMASYSTEMS,14733652.75
COLUMBIA FUELS,14659084.96
C CORE,14647534.33
KANTER MARINE,14618335.24
BROADNET TELECOM,14592890.48
MADSEN DIESEL TURBINE,14585494.03
KEYSTONE SUPPLIES INTERNATIONAL,14523202.77
SDL INTERNATIONAL CANADA,14509250.01
MORNEAU SHEPELL,14483130.71
UNITED RENTALS,14470843.11
CULLEN DIESEL POWER,14464192.70
R J MACISAAC CONSTRUCTION,14443414.43
MERCK FROSST,14440055.15
IBI GROUP ARCHITECTS CANADA,14424372.64
7305516 CANADA,14414651.20
ALS CANADA,14393741.44
ECOLE DE LANGUES LA CITE,14346727.66
CHANDOS CONSTRUCTION,14308566.53
WORLD UNIVERSITY CONSORTIUM,14303725.16
JHT DEFENSE,14274027.99
DAVID S LAFLAMME CONSTRUCTION,14238764.86
RENK,14192846.29
NITAM SOLUTIONS,14176060.32
ALLIED PAVING,14131530.63
ST LEONARD S COMMUNITY SERVICES,14121571.81
AQUA LUNG CANADA,14059846.89
UNIVERSITY OF CALGARY,14040931.24
ADVANCED PARAMEDIC,14031903.36
THE VCAN GROUP,14008281.98
CANAM PONTS CANADA,14003627.12
MED ENG HOLDINGS,13987761.55
ST LEONARD S SOCIETY HAMILTON,13985154.72
MASKIMO CONSTRUCTION,13936328.11
JIM PATTISON INDUSTRIES,13935429.35
MACEWEN PETROLEUM,13934309.03
GOVERNMENT OF ALBERTA,13932123.53
LYNLEY CONTRACTING SERVICES,13921249.75
DST CONSULTING ENGINEERS,13910479.39
CANADIAN BASE OPERATORS,13886261.19
LES HUILES DESROCHES,13874899.69
BANFIELD SEGUIN,13869225.16
METALCRAFT MARINE,13842999.06
PR3 MEDIAS,13804814.16
LESLIE BENN CONTRACTING,13781296.65
SED SYSTEMS,13731445.71
9090 5092 QUEBEC,13713766.32
PROOF EXPERIENCES,13702446.11
MITSUBISHI MOTOR SALES,13696909.03
PETROVALUE PRODUCTS,13621173.71
OPTIMUM SOLUTIONS,13599867.74
NORTRAX CANADA,13571379.75
DHL EXPRESS CANADA,13516951.41
