d_vendor_name,total
ALTIS HUMAN RESOURCES,164178594.76
INMARSAT SOLUTIONS,164036596.02
GOLDER ASSOCIATES,163808397.63
PMG TECHNOLOGIES,163348462.67
CUBIC DEFENSE APPLICATIONS,162528476.41
COMPUGEN,160957042.25
TES CONTRACT SERVICES,160737863.42
JOHN HOWARD SOCIETY,160630714.14
IPSS,159413249.28
CORPORATION DU FORT ST JEAN,159221639.25
KPMG,158371611.95
AECOM,157308954.86
ITEX,155474124.63
"NASITTUQ",155072682.62
TELESAT,153736581.77
WORLD FUEL SERVICES,151102349.79
SPARTAN BIOSCIENCE,149048550.00
CISTEL TECHNOLOGY,148483553.89
TEKNION,148396774.99
CANADIAN RED CROSS,147998810.83
HOLMAN FENWICK WILLAN,144098850.00
FLEETWAY,143719959.64
CACHE COMPUTER CONSULTING,143542742.96
GARDA SECURITY GROUP,143431534.75
HYPERTEC,142451125.47
ERNST YOUNG,137775625.29
CLICK NETWORKS,135702690.44
NEWDOCK ST JOHN S DOCKYARD,134858364.19
SALVATION ARMY,133796550.54
WARTSILA,132018765.55
EBC,129273183.09
DYNABOOK CANADA,128726746.89
AMERESCO CANADA,127224787.46
EXPRESS SCRIPTS CANADA,127094684.76
L AGENCE,126068435.55
METRO LOGISTICS,125480141.01
HONEYWELL,124924889.14
PURESPIRIT SOLUTIONS,122919667.95
ADRM TECHNOLOGY CONSULTING,120498028.96
BMC SOFTWARE CANADA,120474163.56
ZAYO CANADA,119406483.65
FLUID ENERGY GROUP,116014546.07
INFOSYS,114848110.09
COMPUTER ASSOCIATES CANADA,114302521.48
ISOPLEX,113565000.00
COMPUTERSHARE INVESTOR SERVICES,113165560.66
THE STEVENS COMPANY,110518721.97
SCA SHIPPING CONSULTANTS ASSOCIATED,109137781.14
TELECOM COMPUTER SERVICES,109029332.24
DEXTER CONSTRUCTION,108896391.15
HEDDLE MARINE SERVICES,108367861.38
ECLIPSYS SOLUTIONS,108332951.01
CEPHEID,107680593.20
COWATERSOGEMA,107388089.09
IRON MOUNTAIN,106144018.28
PETERS CONSTRUCTION,105937420.05
TIREE,105846715.01
BLACK MCDONALD,104486312.47
ENGLOBE,104346108.53
LUMINULTRA TECHNOLOGIES,104272086.07
WHITE BEAR INDUSTRIES,104203378.46
BROOKFIELD ASSET MANAGEMENT,103493555.94
PARKLAND REFINING,102956747.38
OKANAGAN AGGREGATES,102887040.57
SIMEX DEFENCE,101936802.46
DELL COMPUTER,101457745.98
XPERA RISK MITIGATION INVESTIGATION,99505484.89
WAZANA CLOTHING,99491989.67
ONX ENTERPRISE SOLUTIONS,98452184.11
MILESTONE ENVIRONMENTAL,98106501.31
LUMINA IT,97857799.14
ROCHE DIAGNOSTICS,97264053.59
MCKINSEY AND COMPANY,97108398.07
GENERAL ELECTRIC CANADA,96140122.92
FUJITSU,96036252.57
TOROMONT,95066308.88
QM ENVIRONMENTAL,94913702.97
PROMAXIS,93892728.93
CONSTRUCTION DEMATHIEU BARD,93791530.81
FCA CANADA,93021716.33
XEROX,92887869.64
ESRI,92858051.45
FEDERAL EXPRESS CANADA,92405964.62
HIKE METAL PRODUCTS,92291100.27
TISSEUR,89813112.22
FFG,89557272.23
PALADIN GROUP,88634701.16
WOOLLY MAMMOTH OUTERWEAR,87343974.03
UNISYS CANADA,87169152.61
RICOH,86942388.14
THERMO FISHER SCIENTIFIC,86745656.47
PROTAK CONSULTING GROUP,86650866.59
FELIX TECHNOLOGY,86164095.57
ELBIT SYSTEMS,85958912.21
UNITED STATES DEPARTMENT OF THE ARMY,84897679.09
QUANTUM MANAGEMENT SERVICES,84117977.38
EIFFAGE INNOVATIVE CANADA,84005446.56
QINETIQ,83130277.91
GRAYBRIDGE INTERNATIONAL CONSULTING,82683611.36
ABB,82358485.17
ARCHITECTURE 49,81641797.33
SAS INSTITUTE,81088268.26
GATESTONE,80618320.68
SOFTCHOICE,79398918.58
VALCOM CONSULTING,79021789.67
TOSHIBA CANADA,78966869.90
"NAV CANADA",78334523.74
DEXTERRA,78116256.46
INDUSTRIES OCEAN,78017562.79
PROCOM CONSULTANTS,77981791.72
GREENFIELD CONSTRUCTION,77759104.43
RJG CONSTRUCTION,77576530.26
LIONBRIDGE,77540297.28
GC STRATEGIES,77180524.99
BMT FLEET TECHNOLOGY,76805944.97
BOLESS,76375954.22
SABB CANADA,76352391.46
G4S SECURITY SERVICES,76234739.15
LIFE TECHNOLOGIES,75324856.16
QMR,73699290.58
SELEX,73692330.73
GLAXOSMITHKLINE,73456231.64
HAMEL CONSTRUCTION,73402113.29
APPLIED ELECTONICS,73146453.75
THE CANADA LIFE ASSURANCE COMPANY,71812693.46
ADVANCED BUSINESS INTERIORS,71051573.75
BUREAU VERITAS,71048869.87
SAMSON ASSOCIES,70395177.34
SIERRA SYSTEMS GROUP,70156424.95
SLR CONSULTING CANADA,69812078.96
SANTE MONTFORT,69533451.15
BDO CANADA,69302356.94
ENMAX,69088348.34
BIO NUCLEAR DIAGNOSTICS,69059145.38
"NAHANNI CONSTRUCTION",68961957.37
CA,68772166.04
DALIAN ENTERPRISES,68382717.64
TOYOTA,68380446.10
BIRON GROUPE SANTE,68310503.10
CORBEL MANAGEMENT,68269321.79
DADS,67693513.72
CARAHSOFT TECHNOLOGY,67436266.11
JONELJIM CONCRETE CONSTRUCTION,67392717.32
PRIMED MEDICAL PRODUCTS,67337400.15
11983890 CANADA CENTRE,67099400.00
PARKLAND,66647001.30
HITACHI DATA SYSTEMS,66597304.73
RAYMOND CHABOT GRANT THORNTON,66066549.11
TALIGENT CONSULTING,66052459.78
MERIDIAN MEDICAL TECHNOLOGIES,65992829.29
DEW ENGINEERING,64973151.33
GREATER TORONTO AIRPORT AUTHORITY,64649971.32
HARNOIS ENERGIES,63654794.75
WAJAX,63269661.36
PENN CONSTRUCTION CANADA,63119207.07
REDACTED,63047897.02
MCELHANNEY ASSOCIATES,62708553.96
ROUDEL MEDICAL AND SURGICAL,62257350.00
BARGREEN ELLINGSON,61812743.88
NORTHROP GRUMMAN,61602125.69
ZODIAC HURRICANE TECHNOLOGIES,61434083.07
MOMENTUM SOLUTIONS,60046946.97
"NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT",59989647.97
DRAGAGE OCEAN DSM,59961842.15
KINETIC CONSTRUCTION,59747566.28
IT NET CONSULTANTS,59282619.20
MGIS,58827660.05
MICHAEL WAGER CONSULTING,58786143.11
EMS TECHNOLOGIES,58437500.63
KNAPPETT INDUSTRIES,57790092.66
BOMBARDIER,57306125.09
WINMAR,57212940.06
INKSMITH,56579411.42
MAGELLAN AEROSPACE,56559018.25
STERLING FUELS,56355337.79
GABRIELA OLIVEIRA,56258191.97
MLS OVERSEAS,56011307.98
INDUSTRA CONSTRUCTION,55936371.55
BLACKBERRY,55860446.20
SOUTHWEST RESEARCH INSTITUTE,55548120.58
ESBE SCIENTIFIC INDUSTRIES,55449103.04
FRASER RIVER PILE DREDGE,55318439.68
AMAZON,55238488.76
SQUAMISH INDIAN BAND,54982211.42
DILLON CONSULTING,54971401.11
BRIDGES OF CANADA,54921304.11
BIRD CONSTRUCTION COMPANY,54840044.50
TETRA TECH,54827013.12
AVI SPL,54737747.75
GRAHAM CONSTRUCTION,54420205.41
GDI SERVICES,54319108.05
EMERGENT BIOSOLUTIONS,54121789.25
MAXIM 2000,53663064.89
CONSTRUCTION LFG,53101228.93
ILLUMINA CANADA,52876357.00
LOUIS W BRAY CONSTRUCTION,52130110.44
BAYSHORE HEALTHCARE,51887494.60
NORR,51492722.32
MNP,50997687.48
CANADIAN MARITIME ENGINEERING,50968531.99
TRM TECHNOLOGIES,50711944.79
LES ENTREPRISES P E C,50457897.21
MCNALLY CONSTRUCTION,49783252.51
BIOMERIEUX CANADA,49726696.16
ADOBE,49556278.42
DIRECT ENERGY BUSINESS,49199640.59
JOSEPH RIBKOFF,49048335.01
J STERLING INDUSTRIES,48840242.00
CBCI TELECOM,48800433.92
ORANGUTECH,48774039.23
AGILENT,48658440.73
CEGERCO,48412915.23
REACTOR ENGINEERING GROUP,48307500.00
SMITHS DETECTION,47944220.47
ALLIED SHIPBUILDERS,47932168.88
METOCEAN TELEMATICS,47707036.46
NUNA EAST,47668250.31
UNITED VAN LINES CANADA,47630000.00
IMPERIAL CLEANERS,47197555.68
DATA COMMUNICATIONS MANAGEMENT,46934546.84
EXXONMOBIL,46831321.46
AMD MEDICOM,46668041.60
ABBOTT,46619368.76
TRANSWEST AIR,46472708.91
MARINE RECYCLING,46309259.60
EAGLE PROFESSIONAL RESOURCES,45974386.76
COREBUILD CONSTRUCTION,45466546.01
CANADIAN BORDER OPERATIONS,45121327.87
UNISOURCE,44871690.16
CERIDIAN,44269015.42
ZUTPHEN CONTRACTOR,44177073.44
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,44111721.34
529040 ONTARIO AND 880382,44078837.17
SIEMENS,43922882.01
KONGSBERG,43737835.27
STRYKER CANADA,43460021.58
PENNECON,43262315.19
M D STEELE CONSTRUCTION,43225069.85
MCW CUSTOM ENERGY SOLUTIONS,43151200.21
MTS ALLSTREAM,43115356.08
NOTRA,42869592.38
AGRITEAM CANADA,42542047.38
SEQIRUS CANADA,42295006.13
COMBAT NETWORKS,42288292.66
GROUPE GEYSER,42059721.71
ARCHITECTURE EVOQ,42035646.43
SOLOTECH,41718195.42
JOSEPH ELIE,41538560.33
AVONDALE CONSTRUCTION,41229458.99
VERREAULT NAVIGATION,41190114.77
BLUMETRIC ENVIRONMENTAL,41161213.33
DECAREL,41113410.00
UTILITIES KINGSTON,41028991.29
PACIFIC SAFETY PRODUCTS,40008700.66
ULTRA ELECTRONICS,39963289.21
GEORGE COUREY,39934757.79
SANEXEN SERVICES ENVIRONMENTAUX,39710613.22
CON PRO INDUSTRIES CANADA,39707771.38
B T L CONSTRUCTION,39556224.50
CIMA,39444115.08
LANGUAGE RESEARCH DEVELOPMENT GROUP,39442738.73
VANCOUVER DRYDOCK COMPANY,39385312.36
ENTRUST,39224618.06
CONSTRUCTION CYBCO,39078839.16
AEREX AVIONICS,38571542.14
ARCADIS CANADA,38462793.49
THE RIGHT DOOR CONSULTING,37848900.51
PRECISIONIT,37659917.81
SANI SABLE LB,37646334.53
EBSCO CANADA,37559418.68
GROUPE ENERGIE BDL,37450717.43
ST DENIS THOMPSON,37439152.69
PYLON ELECTRONICS,37380827.60
ALINEA INTERNATIONAL,37284252.52
SYSTEMSCOPE,37085347.29
TITAN AEX,36951963.71
EMCON SERVICES,36864489.24
WILDSTONE CONSTRUCTION,36819084.25
"NATIONS TRANSLATION GROUP",36748378.92
SCANSA CONSTRUCTION,36651288.21
PENNANT CANADA,36562047.35
ELIZABETH FRY SOCIETY,36489481.03
ELSEVIER,36371914.85
LS TELCOM,36070349.32
SALESFORCE CANADA,36013359.90
BRONSWERK MARINE,36000514.23
SOUCY INTERNATIONAL,35997444.39
KUDLIK CONSTRUCTION,35996888.02
ROSCOE CONSTRUCTION,35952547.33
MAKWA RESOURCING,35935646.73
MACKINNON AND OLDING,35787773.10
METRO PAVING AND ROAD BUILDING,35611051.57
LAURENTIAN TECHNOLOGIES,35526494.13
WATERS,35433690.32
TRAINOR MECHANICAL CONTRACTORS,35379522.77
BUTTCON,35112472.54
ENTREPRISE DE CONSTRUCTION T E Q,34885108.60
PANASONIC,34860661.53
MDOS CONSULTING,34548789.77
JANKEL TACTICAL SYSTEMS,34368837.19
BANCTEC CANADA,34248921.70
GSI INTERNATIONAL CONSULTING,34235493.06
ATWILL MORIN,34052080.93
TOTEM OFFISOURCE,34027751.88
HAWBOLDT INDUSTRIES,33944103.40
LLOYD S REGISTER CANADA,33749578.38
WORLD UNIVERSITY SERVICE OF CANADA,33557061.48
QUINAN CONSTRUCTION,33469324.10
FRANNAN INTERNATIONAL,33377766.23
FAIRBANKS MORSE ENGINE,33340611.65
MAXSYS STAFFING AND CONSULTING,33322865.43
CLOSEREACH,33207937.42
HFI PYROTECHNICS,33000040.57
TRANSPOLAR TECHNOLOGY,32814270.95
VECTOR AEROSPACE,32593925.05
LEDCOR HIGHWAYS,32546830.96
ANCHOR QEA,32350081.65
WILCO CONTRACTORS SOUTHWEST,32323522.55
SUNCOR ENERGY,32222762.63
WOODWARD S OIL,32134805.89
WPP GROUP CANADA COMMUNICATIONS,32096097.09
PEERLESS GARMENTS,31625532.14
MOORE CANADA,31587599.54
COLUMBIA FUELS,31310320.87
MAVERIN,31241782.58
THE HALIFAX COMPUTER CONSULTING GROUP,31219311.77
UNITED STATES DEPARTMENT OF DEFENCE,31190797.33
UNIVERSITY OF TORONTO,31138079.64
QUOREX CONSTRUCTION SERVICES,31118333.47
JOHNSON S CONSTRUCTION,30974095.85
ISM INFORMATION SYSTEMS MANAGEMENT,30967044.08
GUNTER LANGKOPF MASCHINENBAU,30961592.72
MUSTANG SURVIVAL,30793861.67
KENN BOREK AIR,30734818.97
WOOD CANADA,30555861.03
FVB ENERGY,30528658.35
9006 9311 QUEBEC,30435243.28
GROUPE ROBERT,30347121.81
NEWFOUND RECRUITING,30239063.01
SASKTEL,29463036.14
CITRIX,29433110.44
EMMONS MITCHELL CONSTRUCTION,29243747.91
BRONTE CONSTRUCTION,29222553.39
J W LINDSAY ENTERPRISES,29025811.82
OPSIS,28938817.71
UBIQUS CANADA,28889114.91
R R INTERNATIONAL TRANSLATION,28552516.29
TURNER TOWNSEND,28445878.29
MORIYAMA TESHIMA ARCHITECTS,28438913.33
CANON,28357729.07
TERVITA,28346025.56
HAZELWOOD CONSTRUCTION SERVICES,28307309.53
APRON FUEL SERVICES,28291474.82
AMAN BUILDERS,28279274.17
UNIVERSITY OF OTTAWA,28210792.31
HOSKIN SCIENTIFIC,28198429.88
STANFIELDS,28046600.00
TRANSTEC,28044684.00
OPTIV CANADA FEDERAL,28031565.29
CHANTIER NAVAL FORILLON,28023052.49
TESTFORCE SYSTEMS,27896516.63
J 1 CONTRACTING,27712610.73
GENESIS INTEGRATION,27525732.42
INTEGRA NETWORKS,27503981.84
QUEEN S UNIVERSITY,27476831.90
EQUINIX OTTAWA GOVERNMENT,27404523.64
NEPTUNE SECURITY SERVICES,27185125.59
TORONTO STAMP,27177969.00
R E GILMORE INVESTMENTS,27093735.08
COMMVAULT SYSTEMS,27036454.56
D F S,26985212.75
851791 NWT,26835811.91
DIAMOND AND SCHMITT ARCHITECTS,26822350.56
LEC ENGINEERING CONTRACTING,26704487.43
RGT CLOUTHIER,26643094.20
NORTHWESTEL,26383874.05
KONICA MINOLTA BUSINESS SOLUTIONS,26339471.53
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,26277321.52
KING HOE EXCAVATING,26229856.69
THOMSON REUTERS,26212467.69
ZYCOM,26171378.36
PATLON AIRCRAFT INDUSTRIES,26148252.29
SOMOS,26042239.76
GLASSHOUSE SYSTEMS,25911699.38
NORTAC DEFENCE,25751405.86
REPUBLIC ARCHITECTURE,25695141.48
M D CHARLTON,25682561.45
JOHNSON CONTROLS CANADA,25617318.04
THE MASHA KRUPP TRANSLATION GROUP,25339476.64
RAMPART INTERNATIONAL,25323882.80
M SULLIVAN SON,25248251.10
CBCL,25213303.59
COWI NORTH AMERICA,25128653.47
IIC TECHNOLOGIES,25109434.18
MACONNERIE DYNAMIQUE,25106484.96
MISHKUMI TECHNOLOGIES,25059286.87
CANADIAN HELICOPTERS,25053803.88
SIMPLEX GRINNELL,25033544.48
EMIL ANDERSON CONSTRUCTION,25027872.78
SILLIKER,24886031.59
CISION CANADA,24722895.59
BEAVER AIR CHARTER CONSULTANTS,24663384.49
INVERIS TRAINING SOLUTIONS,24440945.49
GREAT SLAVE HELICOPTERS,24386959.64
GEMTEC,24348090.84
FLOYD S CONSTRUCTION,24287966.62
DAWSON CONSTRUCTION,24225185.86
MID VALLEY CONSTRUCTION,24122117.64
NOVA SCOTIA POWER,24105513.43
SPRINGER VERLAG,24057655.03
UNIVERSITY OF WATERLOO,24017047.43
SITE ENERGY SERVICES,23904367.18
CAN AM PLATFORMS CONSTRUCTION,23861865.33
SECURIGUARD SERVICES,23855374.49
GRIFFIN ENGINEERED SYSTEMS,23789954.50
PERCEPTICS,23722807.63
HEMMERA ENVIROCHEM,23654982.51
2220742 ONTARIO,23567722.24
INTER OUTAOUAIS,23556837.59
COADY CONSTRUCTION EXCAVATING,23548347.66
SOLUDOC,23520352.46
BAE SYSTEMS,23479672.10
SECUREKEY TECHNOLOGIES,23422913.68
CO VEN,23421745.91
VERITAS TECHNOLOGIES,23346025.78
LEVITT SAFETY,23119324.24
ARTEX SPORTSWEAR,23095156.63
CYMI CANADA,23012723.22
ACT,22961953.82
WAHL CONSTRUCTION,22945375.89
SUPREMEX,22767401.61
SOLUTIONS MOERAE,22686994.21
TAG HR,22667578.33
7305516 CANADA,22651378.04
WOOD,22564895.04
ASBEX,22562737.96
MEGALEXIS COMMUNICATIONS,22558263.14
SEEGENE CANADA,22512142.19
SYSCO,22439972.15
KRAUSS MAFFEI WEGMANN,22353909.39
APPAREL TRIMMINGS,22353850.64
AV TECH,22290279.99
FLIGHT FUELS,22240670.38
R2I,22167362.98
BONDFIELD CONSTRUCTION COMPANY,22143129.00
TANGLE RIDGE CUSTOM CRUSHING,22097364.64
CONTRACT COMMUNITY,22078001.12
WRIGHT CONSTRUCTION WESTERN,22058221.79
AMEX BANK OF CANADA,21993556.21
TITANIUM CONSTRUCTION,21933183.95
IFATHOM,21851587.29
TEAM CERTAS,21793125.06
INTEROUTE CONSTRUCTION,21758360.32
529040 ONTARIO 880382 ONTARIO,21702596.09
E D BRUNET ET ASSOCIES CANADA,21611469.72
TOFCON CONSTRUCTION,21571130.48
CUMMINS CANADA,21533498.32
MAXIMUS CANADA,21444515.08
DNR CONSULTING GROUP,21436869.98
DELCO AUTOMATION,21403702.79
GLOBAL UPHOLSTERY,21393208.30
ASOKAN BUSINESS INTERIORS,21372098.23
AIRCRAFT APPLIANCES AND EQUIPMENT,21357633.59
GILMORE REPRODUCTIONS,21344324.48
ENVIROSAFE JANITORIAL,21331982.46
ARTEMP PERSONNEL SERVICES,21318971.44
SUTHERLAND EXCAVATING,21269673.72
CARLETON UNIVERSITY,21156501.39
MINISTRY OF FINANCE,21108509.60
SOFTSIM TECHNOLOGIES,21105613.67
HARRIS TRANSPORT,21100301.19
CALKO GROUP,21081186.52
GORDON FOOD SERVICE,21079671.53
JOWA FAHRZEUGTEILE VERTRIEBS,21026961.89
SOCIETE EMMANUEL GREGOIRE,21023368.90
MOBILE VALVE,21010125.75
MATCON ENVIRONMENTAL,20980569.85
MICRONOSTYX,20978427.38
GREY ROCK SERVICES,20974194.36
GETINGE CANADA,20960495.62
EASTPOINT ENGINEERING,20847580.89
ST LEONARDS PLACE PEEL,20719568.36
INDIVIOR UK,20681896.42
MERCEDES BENZ CANADA,20585242.58
INFO TECH RESEARCH GROUP,20460388.84
PRIMEX PROJECT MANAGEMENT,20340498.15
KEYSTONE ENVIRONMENTAL,20321802.10
JASCO APPLIED SCIENCES CANADA,20273279.85
SECURE ENERGY,20215569.10
AIR INUIT,20086340.96
"NADINE INTERNATIONAL",20062258.18
DHL EXPRESS CANADA,20048659.20
MARCO GROUP,20024571.27
NEPTEC DESIGN GROUP,19962426.64
AINSWORTH,19953329.79
AERO FEU,19948722.09
GLOBAL LIFE SCIENCES SOLUTIONS,19938985.05
POINT HOPE MARITIME,19898461.27
QUAD PRO CONSTRUCTION,19826461.49
PAVEX,19821644.96
MILLER PAVING,19805059.44
PRONEX EXCAVATION,19689464.66
ALMIQ CONTRACTING,19646749.68
ARI FINANCIAL SERVICES,19626044.35
ASSOCIATED ENGINEERING,19496744.22
I4C INFORMATION TECHNOLOGY,19461363.88
CANADA POST,19435672.22
ACKLANDS GRAINGER,19399835.88
OEI KRUEGER,19366929.07
ALLIANT TECHSYSTEMS OPERATIONS,19338690.47
ALVA CONSTRUCTION,19245372.45
NITAM SOLUTIONS,19164014.96
BARRIE MACKAY CONTRACTING,19096043.53
CONSTRUCTION DERIC,19074315.99
FTI CONSULTING,19027261.10
ADP CANADA,19006659.71
VANCOUVER PILE DRIVING,19003398.13
VVI CONSTRUCTION,18973823.69
MARITIME FUELS,18945888.42
DRAEGER,18908153.46
MEDTRONIC CANADA,18855303.02
SOCIETE FRANCAISE DE DEMENAGEMENT,18850000.00
MED ENG HOLDINGS,18832862.17
MEGA TECH,18818888.41
CCR CONSTRUCTION,18818371.07
GROUPE ONSCOPE,18795235.41
PACIFIC INDUSTRIAL MARINE,18752781.81
SERVICE STAR BUILDING CLEANING,18735718.65
CONEXSYS,18637798.18
LES HUILES DESROCHES,18622001.96
TANKATEK,18546305.10
NISSAN CANADA,18543976.66
ACCESS 2 NETWORKS,18522295.88
NORTH AMERICA CONSTRUCTION,18500205.61
DCC REGIONAL OFFICE HQ DIVISION WESTERN REGION,18450042.00
AV NUNAVUT FUELS,18431826.85
COMMANDER PACIFIC FLEET,18405524.96
TRUDELL HEALTHCARE SOLUTIONS,18381302.09
J M J HOLDINGS,18363576.44
GOVERNMENT OF ALBERTA,18326001.92
PRECISION ADM,18283200.00
HOULE ELECTRIC,18244528.70
VAN KAPPEL INTERNATIONAL,18222494.94
B R ENTERPRISES,18201286.51
LUXTON CONSTRUCTION,18171532.85
PRINTERS PLUS,18125050.86
AIR TINDI,18080998.69
VWR INTERNATIONAL,18034485.13
"NAVAMAR",17805706.96
EMPOWERED NETWORKS,17782507.93
AVJET HOLDING,17656454.85
"NAVPOINT CONSULTING GROUP",17630276.73
BELAND LAPOINTE,17627145.36
JONES LANG LASALLE,17601941.73
BRIQUETAL,17584486.19
PROOF EXPERIENCES,17518461.40
MAN ENERGY SOLUTIONS CANADA,17516644.90
H H CONSTRUCTION,17432148.48
GEOSPECTRUM TECHNOLOGIES,17396259.24
CANADIAN LEASEBACK,17376810.17
ST LEONARD S COMMUNITY SERVICES,17347172.90
PROSCI CANADA,17346761.79
DCL CONSTRUCTION SERVICES,17295092.58
ADVANCED PARAMEDIC,17275970.20
ST LEONARD S SOCIETY HAMILTON,17271334.55
METRO SUPPLY CHAIN,17237155.22
UNITED RENTALS,17190011.81
INNOVASEA MARINE SYSTEMS CANADA,17165987.47
DALHOUSIE UNIVERSITY,17127344.58
KEYSTONE SUPPLIES INTERNATIONAL,17120108.31
C CORE,17082066.32
DE ANGELIS CONSTRUCTION,17062961.15
R J MACISAAC CONSTRUCTION,17047187.78
BEST SERVICE PROS,17021026.19
TYCO INTEGRATED FIRE SECURITY,16983730.83
NIMBLE INFORMATION STRATEGIES,16966414.54
ECOLE DE LANGUES LA CITE,16952523.03
BERVIN CONSTRUCTION,16928250.59
INTERNATIONAL SAFETY RESEARCH,16886860.81
PALFINGER MARINE,16844906.17
BROADNET TELECOM,16798645.00
3469051 CANADA,16745701.58
KEYDATA ASSOCIATES,16739601.98
TRANSCONTINENTAL PRINTING,16698083.34
MACEWEN PETROLEUM,16688583.67
VANRX PHARMASYSTEMS,16617689.07
ALS CANADA,16608806.40
URBAN VALLEY TRANSPORT,16580000.00
BAXTER,16534280.96
EXCAVATION RENE ST PIERRE ENG,16387680.94
PROQUEST,16387507.19
