Group-Groupe_code_OBJ-ART,Group_name-Groupe_nom_OBJ-ART,Category-Catégorie_code_OBJ-ART,Category_name-Catégorie_nom_OBJ-ART,Category_sub-division-Sous-divisiondecatégorie_code_OBJ-ART,Category_sub-division_name-Sous-divisiondecatégorie_nom_OBJ-ART,Sub-category-Sous-catégorie_code_OBJ-ART,Sub-category_name-Sous-catégorie_nom_OBJ-ART,Sub-category-Sous-catégorie_description_OBJ-ART,Reportingobject-Articlederapport_code_OBJ-ART,Reportingobject_name-Articlederapport_nom_OBJ-ART,Code_OBJ-ART,Name-Nom_OBJ-ART,Description_OBJ-ART,Notes,Department_specific-Particulier_au_ministère
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","010","Salaries and wages","0117","Military and Royal Canadian Mounted Police (RCMP) members - Retroactive payments - Previous fiscal year(s)","Retroactive pay increase for salaries and wages including overtime paid to military and Royal Canadian Mounted Police (RCMP) members when the pay increase is related to the previous fiscal year(s).",""," - 030 - Royal Canadian Mounted Police;  - 018 - National Defence (Department of);  - 163 - Shared Services Canada"
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","010","Salaries and wages","0118","Military and Royal Canadian Mounted Police (RCMP) members - Holiday pay in lieu of leave","Remuneration to military and Royal Canadian Mounted Police (RCMP) members for annual vacation leave or statutory holidays (in lieu of time).",""," - 030 - Royal Canadian Mounted Police;  - 018 - National Defence (Department of);  - 163 - Shared Services Canada"
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","010","Salaries and wages","0119","Military and Royal Canadian Mounted Police (RCMP) members - Severance pay and termination benefits","Remuneration to military and Royal Canadian Mounted Police (RCMP) members at the time of the termination of their employment or due to a special program encouraging departure before age of retirement (e.g., termination benefits provided for by an Early Retirement Incentive (ERI) program or Early Departure Incentive (EDI) program).",""," - 030 - Royal Canadian Mounted Police;  - 018 - National Defence (Department of);  - 163 - Shared Services Canada"
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","010","Salaries and wages","0128","Royal Canadian Mounted Police (RCMP) - Bilingual bonus","Remuneration to RCMP members in the form of a bonus for using both official languages as a requirement of their employment.",""," - 030 - Royal Canadian Mounted Police;  - 163 - Shared Services Canada"
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","010","Salaries and wages","0129","Compensation for employees, former employees and estates of deceased employees impacted by the Phoenix pay system","Compensation (cash pay-out) for employees, former employees and estates of deceased employees impacted by the Phoenix pay system in accordance with a collective bargaining agreement or with the Terms and Conditions of Employment.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0120","Civilian - Allowances to compensate employees for certain expenses","Remuneration to civilian personnel of an allowance to compensate for certain types of expenses that are incurred as part of their employment in accordance with a collective bargaining agreement or with the Terms and Conditions of Employment. It also includes the statutory motor car allowances of all ministers, including that of the Prime Minister, the President of the Privy Council, the President of the Treasury Board, the various secretaries of state and ministers without portfolio.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0121","Civilian - Compensation for additional or specific duties performed","Remuneration to civilian personnel of an allowance in accordance with a collective bargaining agreement or with the Terms and Conditions of Employment to compensate civilian personnel for a specific duty that is being performed, or for performing a duty which is additional to their regular employment.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0122","Civilian - Pay equity allowances","Civilian pay equity complaint settlement relating to allowances.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0123","Civilian - Pay equity interest","Civilian pay equity complaint settlement relating to interest on settlement.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0124","Civilian - Foreign service allowance","Remuneration to civilian personnel of an allowance for foreign service in accordance with a collective agreement or with the Terms and Conditions of Employment.","",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0125","Civilian - Isolated post allowance","Remuneration to civilian personnel of an allowance for being employed in an isolated location in accordance with the Isolated Posts and Government Housing Directive, a collective bargaining agreement, or the Terms and Conditions of Employment.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"01","Personnel","Compensation, to or on behalf of employees (e.g., public servants, members of the Canadian Forces, members of the Royal Canadian Mounted Police (RCMP), judges, Members of Parliament and Senators, and the Governor General and Lieutenant Governors) for salaries and wages, overtime, severance pay, as well as allowances and other benefits under various collective agreements and other regulations. Also included are the government's contributions, as the employer, to various employee benefit plans, and supplementary personnel costs which relate to the cost of employee exchange agreements with other employers, or to various supplementary benefits. Note: A list of pay entitlement codes related to each object in standard object 01 is included as Appendix C of Chapter 7. The list is issued to ensure that the pay entitlement codes used for pay transactions are aligned to the appropriate object codes used for the expenditures and thus facilitate government-wide coding consistency.","012","Allowances and other benefits","0126","Civilian - Other allowances and benefits","Remuneration to civilian personnel of other allowances or benefits which do not pertain to allowances specified in objects 0120 to 0125 in accordance with a collective bargaining agreement or the Terms and Conditions of Employment.","3 Refer to 7.4 List of pay entitlement codes",""
