d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
CLOSEREACH,2017-2018,9733.48,9962.92
CLOSEREACH,2018-2019,175808.16,178230.10
CLOSEREACH,2019-2020,53792.36,53977.46
CNW GROUP,2017-2018,26781.00,27474.98
CNW GROUP,2018-2019,31174.44,31659.25
CNW GROUP,2019-2020,31798.20,31529.86
CNW GROUP,2020-2021,32435.52,30835.48
CNW GROUP,2021-2022,34179.98,25373.16
COLLIERS PROJECT LEADERS,2020-2021,23404.93,22038.51
COLLIERS PROJECT LEADERS,2021-2022,640631.49,586706.09
CONCEPT CONTROLS,2017-2018,36506.91,37367.45
CONCEPT CONTROLS,2018-2019,11554.25,11667.93
CONCEPT CONTROLS,2019-2020,27800.06,27476.61
CONCEPT CONTROLS,2020-2021,57839.42,54900.12
CONCEPT CONTROLS,2021-2022,3491.40,3301.33
CONOSCENTI TECHNOLOGIES,2019-2020,77527.93,76775.34
CONOSCENTI TECHNOLOGIES,2020-2021,85491.52,81274.25
CONOSCENTI TECHNOLOGIES,2021-2022,48307.50,33118.21
CONSTRUCTION BUGERE,2019-2020,114161.59,111398.82
CONSTRUCTION BUGERE,2020-2021,92563.46,87378.04
CONVERGINT TECHNOLOGIES,2018-2019,18064.08,18279.37
CONVERGINT TECHNOLOGIES,2020-2021,18788.93,17691.99
CONVERGINT TECHNOLOGIES,2021-2022,15687.65,9563.75
CUMMINS CANADA,2018-2019,68413.59,69086.71
CUMMINS CANADA,2019-2020,7957.17,7870.93
CUMMINS CANADA,2020-2021,9522.51,9052.77
DALHOUSIE UNIVERSITY,2017-2018,108671.24,111487.27
DALHOUSIE UNIVERSITY,2018-2019,108671.24,110361.24
DALHOUSIE UNIVERSITY,2019-2020,152359.71,151057.82
DALHOUSIE UNIVERSITY,2020-2021,220184.16,208716.94
DALHOUSIE UNIVERSITY,2021-2022,35795.73,22507.22
DAVTAIR INDUSTRIES,2020-2021,40680.00,38701.95
DELCO AUTOMATION,2017-2018,183973.10,188735.36
DELCO AUTOMATION,2018-2019,148989.92,151306.93
DELCO AUTOMATION,2019-2020,149398.11,148137.34
DELCO AUTOMATION,2020-2021,148989.92,141640.29
DELCO AUTOMATION,2021-2022,544430.36,300156.60
DST CONSULTING ENGINEERS,2018-2019,24860.00,25138.37
DYNABOOK CANADA,2020-2021,7688499.66,7290101.48
DYNABOOK CANADA,2021-2022,8335337.13,4782185.55
DYNACARE,2017-2018,61218.78,62798.38
DYNACARE,2018-2019,76262.30,77448.29
DYNACARE,2019-2020,76471.24,75825.90
DYNACARE,2020-2021,76262.30,72500.31
DYNACARE,2021-2022,15043.52,14224.57
EBSCO CANADA,2020-2021,19187.64,18067.43
EBSCO CANADA,2021-2022,4684.12,1453.75
EKOS RESEARCH ASSOCIATES,2017-2018,63723.89,65241.88
EKOS RESEARCH ASSOCIATES,2018-2019,79266.31,80869.56
EKOS RESEARCH ASSOCIATES,2021-2022,205660.00,155672.97
ENTRUST,2019-2020,18155.95,18000.93
ENTRUST,2020-2021,150.05,141.64
ENVIRONICS RESEARCH GROUP,2017-2018,273365.00,280635.29
ENVIRONICS RESEARCH GROUP,2018-2019,497978.83,504603.90
ENVIRONICS RESEARCH GROUP,2019-2020,127415.56,126674.99
ENVIRONICS RESEARCH GROUP,2020-2021,156073.26,148132.97
ENVIRONICS RESEARCH GROUP,2021-2022,610036.89,375167.50
ESBE SCIENTIFIC INDUSTRIES,2020-2021,43790.98,41482.67
ESBE SCIENTIFIC INDUSTRIES,2021-2022,91596.51,63398.69
EXPRESS SCRIPTS CANADA,2017-2018,21806050.89,22371117.00
EXPRESS SCRIPTS CANADA,2018-2019,21806050.89,22145167.23
EXPRESS SCRIPTS CANADA,2019-2020,14577195.66,14545321.30
FAST TRACK STAFFING,2017-2018,168927.92,173055.03
FAST TRACK STAFFING,2018-2019,336145.19,341115.43
FAST TRACK STAFFING,2019-2020,103730.86,102088.43
FAST TRACK STAFFING,2020-2021,252756.64,239804.62
FAST TRACK STAFFING,2021-2022,273025.87,207480.58
FCA CANADA,2017-2018,408240.19,417982.80
FCA CANADA,2018-2019,111012.60,112321.01
FCA CANADA,2020-2021,180602.25,171112.55
FCA CANADA,2021-2022,257716.16,111122.37
FEDERAL EXPRESS CANADA,2017-2018,16950.00,17388.83
FIA GROUP,2017-2018,21476.95,21983.21
FIA GROUP,2018-2019,184497.53,186926.05
FLYNN CANADA,2017-2018,141216.10,144544.86
FRESENIUS KABI CANADA,2020-2021,515382.79,485293.72
FRESENIUS KABI CANADA,2021-2022,3682434.47,2880638.22
FSC,2017-2018,244587.61,250482.19
FSC,2019-2020,136492.70,134427.74
FSC,2020-2021,170605.08,162012.93
GAMBLE TECHNOLOGIES,2017-2018,300706.33,307941.94
GAMBLE TECHNOLOGIES,2018-2019,39662.62,40279.44
GAMBLE TECHNOLOGIES,2019-2020,291760.21,286255.82
GAMBLE TECHNOLOGIES,2020-2021,622352.34,591149.70
GAMBLE TECHNOLOGIES,2021-2022,645508.04,481382.29
GARTNER,2017-2018,311821.96,319902.29
GARTNER,2018-2019,660821.21,669050.71
GARTNER,2019-2020,623713.35,613616.29
GARTNER,2020-2021,341925.93,324208.16
GARTNER,2021-2022,1279487.29,851883.94
GATESTONE,2021-2022,34016.71,0.00
GC STRATEGIES,2018-2019,104073.00,105096.97
GC STRATEGIES,2019-2020,15335.71,14964.58
GC STRATEGIES,2020-2021,24214.29,22857.80
GC STRATEGIES,2021-2022,1218741.52,860391.51
GENERAL ELECTRIC CANADA,2019-2020,15551.13,15222.95
GENERAL MOTORS,2017-2018,1650327.93,1690556.54
GENERAL MOTORS,2018-2019,63475.64,64165.60
GENERAL MOTORS,2019-2020,35588.70,34910.49
GETINGE CANADA,2020-2021,18530.64,17539.62
GETINGE CANADA,2021-2022,50854.75,39781.87
GILMORE REPRODUCTIONS,2017-2018,25637.16,26255.19
GILMORE REPRODUCTIONS,2019-2020,39891.26,38925.87
GILMORE REPRODUCTIONS,2020-2021,42891.98,41072.64
GLAXOSMITHKLINE,2017-2018,19467.00,19977.20
GLAXOSMITHKLINE,2018-2019,23219.24,23580.33
GLAXOSMITHKLINE,2019-2020,120017.30,118858.68
GLAXOSMITHKLINE,2020-2021,37219.94,35383.89
GLAXOSMITHKLINE,2021-2022,11932.80,9334.61
GLOBAL KNOWLEDGE,2017-2018,62855.83,64483.71
GLOBAL KNOWLEDGE,2018-2019,85720.42,86961.26
GLOBAL KNOWLEDGE,2019-2020,78976.45,77922.93
GLOBAL KNOWLEDGE,2020-2021,78061.78,74150.80
GLOBAL KNOWLEDGE,2021-2022,66242.94,37172.10
GLOBAL TOTAL OFFICE,2021-2022,14866.89,2105.03
GLOBAL UPHOLSTERY,2017-2018,105138.53,107709.90
GLOBAL UPHOLSTERY,2018-2019,30546.79,30948.76
GLOBAL UPHOLSTERY,2019-2020,148577.76,146211.21
GLOBAL UPHOLSTERY,2020-2021,3387.04,3189.30
GLOBAL UPHOLSTERY,2021-2022,33775.11,8280.01
HAWORTH,2017-2018,53154.94,54454.00
HAWORTH,2018-2019,79299.95,80101.29
HAWORTH,2019-2020,18782.23,18502.58
HEWLETT PACKARD,2020-2021,5793.33,5455.10
HEWLETT PACKARD,2021-2022,32007.80,25438.27
HITACHI DATA SYSTEMS,2020-2021,77023.12,73274.94
HITACHI DATA SYSTEMS,2021-2022,47925.50,45197.83
HOSKIN SCIENTIFIC,2021-2022,76840.00,11701.81
ICEBERG NETWORKS,2017-2018,8660.25,8864.39
ICEBERG NETWORKS,2018-2019,177789.75,180601.21
ICEBERG NETWORKS,2019-2020,28250.00,28011.60
IDS SYSTEMS CONSULTANTS,2018-2019,447278.27,451943.24
IDS SYSTEMS CONSULTANTS,2019-2020,1423511.73,1411498.75
IDS SYSTEMS CONSULTANTS,2020-2021,1009360.00,956849.18
IFATHOM,2020-2021,11718.38,11093.46
IHS GLOBAL,2017-2018,43730.24,44863.43
IHS GLOBAL,2018-2019,43730.24,44410.31
IHS GLOBAL,2019-2020,41813.29,41492.53
INFO TECH RESEARCH GROUP,2021-2022,338.24,0.00
INSA,2018-2019,90344.01,91345.29
INSA,2021-2022,14021.20,5790.65
INSTRUX MEDIA,2017-2018,310744.19,318546.73
INSTRUX MEDIA,2018-2019,434865.36,441628.15
INSTRUX MEDIA,2019-2020,436056.77,432376.89
INSTRUX MEDIA,2020-2021,434865.36,413413.57
INSTRUX MEDIA,2021-2022,434865.36,340179.78
INTEGRA NETWORKS,2017-2018,857570.41,877785.13
INTEGRA NETWORKS,2018-2019,2055166.67,2085714.53
INTEGRA NETWORKS,2020-2021,13546.60,12755.72
INVENTA SALES AND PROMOTIONS,2017-2018,1304658.32,1335827.56
INVENTA SALES AND PROMOTIONS,2018-2019,3544512.27,3599242.82
INVENTA SALES AND PROMOTIONS,2019-2020,1457027.18,1459064.33
IPSOS,2017-2018,125832.35,129093.08
IPSOS,2018-2019,650742.36,659069.25
IPSOS,2019-2020,355800.23,356010.43
IPSOS,2020-2021,108796.27,103286.86
IT NET CONSULTANTS,2017-2018,1253762.03,1286251.11
IT NET CONSULTANTS,2018-2019,1253762.03,1273259.89
IT NET CONSULTANTS,2019-2020,1257197.00,1246587.54
IT NET CONSULTANTS,2020-2021,1253762.03,1191914.31
IT NET CONSULTANTS,2021-2022,1253762.03,980773.69
ITEX,2018-2019,28625.02,28906.66
ITEX,2020-2021,12581.42,11931.67
ITEX,2021-2022,5020.36,3120.89
JOHN WILEY SONS,2018-2019,24723.17,24966.42
JOHN WILEY SONS,2021-2022,67519.11,20955.05
KIA CANADA,2021-2022,296995.65,107402.27
LABORATOIRES OMEGA,2020-2021,305966.33,288868.10
LABORATOIRES OMEGA,2021-2022,6033469.60,4556140.95
LANNICK CONTRACT SOLUTIONS,2019-2020,18815.72,18360.37
LANNICK CONTRACT SOLUTIONS,2020-2021,75911.71,72350.04
LEXISNEXIS CANADA,2018-2019,5756.15,5816.79
LEXISNEXIS CANADA,2019-2020,15479.81,15366.92
LEXISNEXIS CANADA,2020-2021,11043.85,10514.78
LEXISNEXIS CANADA,2021-2022,13881.82,11867.15
LIFESPEAK,2017-2018,1231918.84,1263841.89
LIFESPEAK,2018-2019,1231918.84,1251077.00
LIFESPEAK,2019-2020,1235293.97,1224869.35
LIFESPEAK,2020-2021,1231918.84,1171148.64
LIFESPEAK,2021-2022,1231918.84,963686.53
MANIFEST COMMUNICATIONS,2017-2018,391798.90,401623.79
MANIFEST COMMUNICATIONS,2018-2019,627221.92,636976.15
MANIFEST COMMUNICATIONS,2019-2020,628940.34,623632.73
MANIFEST COMMUNICATIONS,2020-2021,627221.92,596281.24
MANIFEST COMMUNICATIONS,2021-2022,627221.92,490653.52
MAPLESOFT CONSULTING,2017-2018,14849.92,15261.84
MAPLESOFT CONSULTING,2018-2019,208978.16,211263.67
MAPLESOFT CONSULTING,2019-2020,1203471.79,1186475.13
MAPLESOFT CONSULTING,2020-2021,3170479.51,3012006.80
MAPLESOFT CONSULTING,2021-2022,4876120.86,3799310.04
MAVERIN,2019-2020,402127.17,397862.32
MAVERIN,2020-2021,546666.59,519648.39
MAVERIN,2021-2022,538999.55,421640.28
MEDIA Q,2017-2018,56500.00,57964.10
MEDIA Q,2018-2019,50850.00,51640.79
MEDIA Q,2019-2020,84750.00,84034.80
MEDIA Q,2020-2021,467191.99,444140.61
MEDIA Q,2021-2022,419971.26,265047.31
MERCK FROSST,2017-2018,35605.52,36463.24
MERCK FROSST,2018-2019,22500.35,22721.73
MERCK FROSST,2021-2022,21504.51,15140.83
METRO SUPPLY CHAIN,2021-2022,5061771.51,3261189.10
MITSUBISHI MOTOR SALES,2017-2018,75197.85,77002.38
MITSUBISHI MOTOR SALES,2021-2022,40070.10,26388.57
MNP,2021-2022,69212.50,24959.94
"NADINE INTERNATIONAL",2021-2022,39550.00,18809.00
NISSAN CANADA,2017-2018,27490.75,28154.70
NISSAN CANADA,2018-2019,134654.94,136104.87
NITAM SOLUTIONS,2018-2019,24896.16,25148.48
NITAM SOLUTIONS,2019-2020,44290.47,43677.40
NITAM SOLUTIONS,2020-2021,28733.46,27055.94
NITAM SOLUTIONS,2021-2022,25130.39,13184.64
NOVA NETWORKS,2017-2018,33275.85,34060.23
NOVA NETWORKS,2019-2020,11644.65,11362.84
NUIX NORTH AMERICA,2017-2018,21026.13,21567.93
NUIX NORTH AMERICA,2018-2019,6780.16,6927.43
OGILVY MONTREAL,2017-2018,546736.59,560691.59
OGILVY MONTREAL,2018-2019,779526.78,791649.58
OGILVY MONTREAL,2019-2020,781662.47,775066.04
OGILVY MONTREAL,2020-2021,260554.16,247020.78
ONX ENTERPRISE SOLUTIONS,2017-2018,2351089.26,2406509.32
OPROMA,2020-2021,84750.00,81087.08
OPTIV CANADA FEDERAL,2018-2019,4758.59,4805.41
OPTIV CANADA FEDERAL,2019-2020,32018.33,31815.37
OPTIV CANADA FEDERAL,2020-2021,88288.39,83639.88
OPTIV CANADA FEDERAL,2021-2022,10706.97,7273.06
ORACLE CANADA,2020-2021,170805.02,162459.37
ORACLE CANADA,2021-2022,112576.04,106150.95
OTIS ELEVATOR,2017-2018,2055.84,2104.79
OTIS ELEVATOR,2018-2019,6201.49,6297.93
OTIS ELEVATOR,2019-2020,6218.48,6166.01
OTIS ELEVATOR,2020-2021,6201.49,5895.57
OTIS ELEVATOR,2021-2022,5050.83,3888.81
PACWILL ENVIRONMENTAL,2017-2018,399252.93,409103.12
PACWILL ENVIRONMENTAL,2018-2019,47980.06,48727.74
PACWILL ENVIRONMENTAL,2019-2020,11410.74,11228.15
PACWILL ENVIRONMENTAL,2020-2021,51122.96,48692.13
PACWILL ENVIRONMENTAL,2021-2022,60072.77,34459.16
PALADIN GROUP,2018-2019,19167.75,19356.34
PALADIN GROUP,2021-2022,39271.00,22238.35
PHASELOCK SYSTEMS INTERNATIONAL,2017-2018,11762.17,12043.12
PHASELOCK SYSTEMS INTERNATIONAL,2019-2020,13305.75,13282.22
PRECISIONIT,2017-2018,2648727.68,2717018.35
PRECISIONIT,2018-2019,3142082.22,3190526.40
PRECISIONIT,2019-2020,2888809.24,2867573.37
PRECISIONIT,2020-2021,2375155.37,2258180.50
PRECISIONIT,2021-2022,1944567.67,1528324.76
PROCOM CONSULTANTS,2020-2021,11992.68,11403.20
PROMAXIS,2018-2019,33266.92,33701.62
PROMAXIS,2019-2020,24831.70,24431.20
PROQUEST,2020-2021,72429.25,68200.69
PROQUEST,2021-2022,89981.62,46980.71
PROSCI CANADA,2020-2021,41796.44,40034.27
PROSCI CANADA,2021-2022,52341.60,27644.80
PURESPIRIT SOLUTIONS,2020-2021,263426.84,248071.42
PURESPIRIT SOLUTIONS,2021-2022,466396.71,183204.02
QUINTET CONSULTING,2017-2018,152008.81,155827.75
QUINTET CONSULTING,2018-2019,47684.32,48306.51
QUINTET CONSULTING,2019-2020,51021.18,50487.99
RADIATION SOLUTIONS,2017-2018,34227.70,35080.25
RADIATION SOLUTIONS,2019-2020,130000.85,127081.71
RADIATION SOLUTIONS,2021-2022,116570.80,59002.73
RAPISCAN SYSTEMS,2018-2019,2148.02,2170.65
RAPISCAN SYSTEMS,2019-2020,6497.33,6442.50
RAPISCAN SYSTEMS,2020-2021,4896.66,4661.09
RAPISCAN SYSTEMS,2021-2022,6653.70,5204.96
RHEA,2018-2019,26912.08,27187.52
SAP,2017-2018,109470.32,112286.26
SAP,2018-2019,129405.03,131417.47
SAP,2019-2020,147993.72,146456.54
SAP,2020-2021,99584.70,94672.22
SAP,2021-2022,20036.64,15673.95
SAS INSTITUTE,2017-2018,823818.09,844046.19
SAS INSTITUTE,2018-2019,918631.07,934937.42
SAS INSTITUTE,2019-2020,1086692.64,1071874.11
SAS INSTITUTE,2020-2021,1681758.00,1597991.38
SAS INSTITUTE,2021-2022,616192.08,363929.29
SERVICE STAR BUILDING CLEANING,2020-2021,877219.00,834035.86
SERVICE STAR BUILDING CLEANING,2021-2022,803000.60,628158.96
SHI CANADA,2018-2019,24391.73,24631.72
SHI CANADA,2020-2021,2878.87,2710.80
SHI CANADA,2021-2022,30914.90,22833.19
SOFTSIM TECHNOLOGIES,2017-2018,68609.02,70386.91
SOFTSIM TECHNOLOGIES,2018-2019,68609.02,69675.99
STEPPED CARE SOLUTIONS,2020-2021,64597190.30,61419079.60
STEPPED CARE SOLUTIONS,2021-2022,65860263.86,51520154.63
STERIS CANADA,2017-2018,10302.52,10545.37
STERIS CANADA,2018-2019,22262.84,22609.06
STERIS CANADA,2019-2020,50385.92,49648.25
STERIS CANADA,2020-2021,9610.27,9086.53
STERIS CANADA,2021-2022,39845.99,31170.11
STONEWORKS TECHNOLOGIES,2018-2019,492017.60,497484.55
SUBARU CANADA,2017-2018,411397.34,421194.54
SUBARU CANADA,2018-2019,238832.73,241397.94
SUBARU CANADA,2019-2020,52119.90,51151.35
SYSTEMATIX SOLUTIONS,2017-2018,1678645.94,1722145.15
SYSTEMATIX SOLUTIONS,2018-2019,1409109.08,1431022.81
SYSTEMATIX SOLUTIONS,2019-2020,1412969.65,1401045.63
SYSTEMATIX SOLUTIONS,2020-2021,1446040.07,1374373.02
SYSTEMATIX SOLUTIONS,2021-2022,1626525.43,1272373.30
SYSTEMSCOPE,2017-2018,84750.00,86774.56
SYSTEMSCOPE,2018-2019,247357.00,250290.07
SYSTEMSCOPE,2019-2020,39860.75,39176.90
TECSIS,2018-2019,222804.29,225122.94
TECSIS,2019-2020,2060965.46,2042672.91
TECSIS,2020-2021,1738314.77,1653243.23
TECSIS,2021-2022,326200.68,306709.46
TELECOM COMPUTER SERVICES,2017-2018,789403.52,809720.63
TELECOM COMPUTER SERVICES,2020-2021,950.66,895.16
TELECOM COMPUTER SERVICES,2021-2022,36966.47,33119.15
TERLIN CONSTRUCTION,2017-2018,22716.65,23252.12
TERLIN CONSTRUCTION,2018-2019,21296.85,21759.41
TESTFORCE SYSTEMS,2017-2018,57979.74,59361.11
THE STEVENS COMPANY,2017-2018,44084.29,45160.53
THE VCAN GROUP,2017-2018,481516.78,493994.46
THRIVE HEALTH,2019-2020,29907.11,29183.35
THRIVE HEALTH,2020-2021,5275368.93,5015136.47
THRIVE HEALTH,2021-2022,4836473.96,3803843.59
TOTEM OFFISOURCE,2017-2018,10784.10,11090.75
TOTEM OFFISOURCE,2018-2019,17616.01,17895.83
TRANSWEST AIR,2017-2018,3463283.54,3553072.76
TRANSWEST AIR,2018-2019,3449710.18,3503358.27
TRANSWEST AIR,2019-2020,3166172.36,3144071.07
UNIVERSITY OF BRITISH COLUMBIA,2017-2018,42844.00,43943.93
UNIVERSITY OF BRITISH COLUMBIA,2019-2020,82283.46,80986.02
UNIVERSITY OF BRITISH COLUMBIA,2020-2021,17716.54,16724.05
UNIVERSITY OF CALGARY,2017-2018,6139.15,6301.00
UNIVERSITY OF CALGARY,2018-2019,5564.45,5619.20
UNIVERSITY OF CALGARY,2019-2020,14335.55,14355.89
UNIVERSITY OF CALGARY,2021-2022,40680.00,38258.59
UNIVERSITY OF GUELPH,2018-2019,13079.75,13274.73
UNIVERSITY OF OTTAWA,2017-2018,193943.09,199011.00
UNIVERSITY OF OTTAWA,2018-2019,227225.45,229870.27
UNIVERSITY OF OTTAWA,2019-2020,578902.03,573151.63
UNIVERSITY OF OTTAWA,2020-2021,590704.24,561428.21
UNIVERSITY OF OTTAWA,2021-2022,568545.01,449897.69
UNIVERSITY OF REGINA,2019-2020,15400.00,15101.67
UNIVERSITY OF REGINA,2020-2021,36950.00,34915.11
UNIVERSITY OF SASKATCHEWAN,2019-2020,66146.81,65209.86
UNIVERSITY OF SASKATCHEWAN,2021-2022,39840.45,27007.60
UNIVERSITY OF TORONTO,2017-2018,221051.49,226730.83
UNIVERSITY OF TORONTO,2018-2019,284801.73,288705.60
UNIVERSITY OF TORONTO,2019-2020,207353.56,204812.30
UNIVERSITY OF TORONTO,2020-2021,284023.15,269578.49
UNIVERSITY OF TORONTO,2021-2022,141608.96,112319.09
UNIVERSITY OF WATERLOO,2017-2018,1128164.93,1157241.29
UNIVERSITY OF WATERLOO,2018-2019,1109995.33,1127104.05
UNIVERSITY OF WATERLOO,2019-2020,850212.33,846634.01
UNIVERSITY OF WATERLOO,2020-2021,141699.20,134573.76
UNIVERSITY OF WATERLOO,2021-2022,229475.80,166589.86
VFA CANADA,2019-2020,80484.25,78731.59
VFA CANADA,2021-2022,2867.19,0.00
VISIONTEC,2017-2018,64709.83,66425.85
VISIONTEC,2018-2019,18209.95,18439.63
VISIONTEC,2019-2020,23996.68,23415.95
VMWARE,2019-2020,4157.30,4056.69
VMWARE,2020-2021,26895.20,25605.33
WATERS,2017-2018,2147929.81,2202457.36
WATERS,2018-2019,3534183.97,3591266.80
WATERS,2019-2020,720100.69,712238.31
WATERS,2020-2021,2203177.21,2089907.27
WATERS,2021-2022,3208734.13,2417779.55
WEST WIND AVIATION,2017-2018,1957835.95,2008569.88
WEST WIND AVIATION,2018-2019,1957835.95,1988283.19
WEST WIND AVIATION,2019-2020,1475081.88,1470327.19
WESTBURY NATIONAL SHOW SYSTEMS,2017-2018,146473.53,149926.22
WESTBURY NATIONAL SHOW SYSTEMS,2018-2019,73767.91,75359.75
WESTBURY NATIONAL SHOW SYSTEMS,2019-2020,9666.93,9585.35
WESTBURY NATIONAL SHOW SYSTEMS,2020-2021,136542.47,129806.87
ZOLL MEDICAL CANADA,2017-2018,231316.41,237310.58
