d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
RAYMOND CHABOT GRANT THORNTON,2019-2020,22559.25,22325.98
REPUBLIC ARCHITECTURE,2021-2022,5951.54,5375.43
RICOH,2017-2018,73456.71,75188.24
ROBERT ALLAN,2020-2021,10285.72,9685.22
ROBERT ALLAN,2021-2022,27514.29,25855.48
SAMSON ASSOCIES,2017-2018,85803.02,88026.46
SAMSON ASSOCIES,2018-2019,85803.02,87137.39
SAMSON ASSOCIES,2019-2020,86038.10,85312.02
SAS AIR,2021-2022,89419.74,80763.91
SIGN LANGUAGE INTERPRETING,2018-2019,10017.79,10116.36
SIGN LANGUAGE INTERPRETING,2019-2020,24716.70,24765.43
SIMPLEX GRINNELL,2017-2018,282500.00,289820.50
SIMPLEX GRINNELL,2018-2019,282500.00,286893.29
SIMPLEX GRINNELL,2021-2022,12222.08,11319.59
STANTEC,2017-2018,155792.71,159829.81
STANTEC,2018-2019,104146.36,106025.07
TETRA TECH,2021-2022,108964.06,101130.67
TOTEM OFFISOURCE,2019-2020,96529.08,94760.08
TOTEM OFFISOURCE,2021-2022,10607.66,9632.13
TRANSWEST AIR,2017-2018,5017873.64,5144307.77
TRANSWEST AIR,2018-2019,4929726.57,5004158.27
TRANSWEST AIR,2019-2020,6138202.14,6079034.58
TRANSWEST AIR,2020-2021,8161003.96,7758423.95
TRANSWEST AIR,2021-2022,7100814.29,6607170.48
WEST WIND AVIATION,2017-2018,2025005.45,2077490.95
WEST WIND AVIATION,2018-2019,1957835.95,1988283.19
WEST WIND AVIATION,2019-2020,1550681.88,1545289.21
WEST WIND AVIATION,2020-2021,15750.00,14975.16
WESTJET,2020-2021,8000000.00,7598737.10
WOOD CANADA,2017-2018,156875.49,160573.37
WOOD CANADA,2018-2019,829848.58,842753.95
WOOD CANADA,2019-2020,632562.18,629083.51
WOOD CANADA,2020-2021,73350.10,69241.03
WSP,2018-2019,79270.07,80284.56
YELLOWHEAD HELICOPTERS,2021-2022,10468.50,9455.15
