d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
JUMPING ELEPHANTS,2022-2023,32517.66,28776.36
KNOWLEDGE CIRCLE LEARNING SERVICES,2019-2020,10238.20,10167.48
KNOWLEDGE CIRCLE LEARNING SERVICES,2020-2021,12384.37,11782.16
KNOWLEDGE CIRCLE LEARNING SERVICES,2021-2022,35869.40,33348.70
KNOWLEDGE CIRCLE LEARNING SERVICES,2022-2023,23543.20,21066.55
KONICA MINOLTA BUSINESS SOLUTIONS,2017-2018,42994.05,44322.82
KONICA MINOLTA BUSINESS SOLUTIONS,2018-2019,43475.93,44309.07
KONICA MINOLTA BUSINESS SOLUTIONS,2019-2020,18451.02,18428.92
KONICA MINOLTA BUSINESS SOLUTIONS,2020-2021,5862.94,5583.40
KONICA MINOLTA BUSINESS SOLUTIONS,2021-2022,481.89,456.34
KORN FERRY CA,2018-2019,29839.08,30334.14
KORN FERRY CA,2019-2020,84052.39,83233.44
KORN FERRY CA,2020-2021,90928.04,86540.15
KORN FERRY CA,2021-2022,48497.40,44685.40
KORN FERRY CA,2022-2023,75647.66,67689.84
KPMG,2017-2018,20010.96,20629.53
KPMG,2018-2019,4989.04,5122.23
LANSDOWNE TECHNOLOGIES,2020-2021,90400.00,85613.76
LWG ARCHITECTURAL INTERIORS,2019-2020,1643.84,1606.31
LWG ARCHITECTURAL INTERIORS,2020-2021,22222.22,21162.68
LWG ARCHITECTURAL INTERIORS,2021-2022,16133.94,15142.00
MAXSYS STAFFING AND CONSULTING,2022-2023,55629.90,49770.00
MELTWATER,2018-2019,48258.99,49135.23
MELTWATER,2019-2020,54853.38,54415.82
MELTWATER,2020-2021,54703.51,52095.28
MELTWATER,2021-2022,54703.51,50859.26
MELTWATER,2022-2023,81917.68,73031.98
MERCER CANADA,2018-2019,57120.76,58024.62
MERCER CANADA,2019-2020,86389.24,85700.12
MERCER CANADA,2022-2023,39550.00,35582.45
MICROSOFT CANADA,2017-2018,86489.86,89037.76
MICROSOFT CANADA,2018-2019,164816.08,167296.76
MICROSOFT CANADA,2019-2020,283630.37,279749.50
MICROSOFT CANADA,2020-2021,1213648.85,1155791.91
MICROSOFT CANADA,2021-2022,1216157.56,1130692.89
MICROSOFT CANADA,2022-2023,1216157.56,1088222.88
MINDWIRE SYSTEMS,2021-2022,125000.00,116318.50
MISHKUMI TECHNOLOGIES,2017-2018,203824.90,209782.29
MISHKUMI TECHNOLOGIES,2018-2019,269996.55,276854.21
MISHKUMI TECHNOLOGIES,2019-2020,11019.76,10897.73
MOBILE RESOURCE GROUP,2022-2023,39924.26,35935.09
"NATIONS TRANSLATION GROUP",2022-2023,3316.33,2934.77
"NATTIQ",2021-2022,15549.82,14056.79
"NATTIQ",2022-2023,14538.93,13025.87
"NAVPOINT CONSULTING GROUP",2017-2018,24860.00,25688.62
NEWS CANADA,2019-2020,86399.80,85710.59
NIELSEN,2017-2018,29704.80,30582.29
NIELSEN,2018-2019,17940.52,18402.60
NISHA TECHONOLOGIES,2020-2021,224084.65,211524.35
NITAM SOLUTIONS,2022-2023,14491.12,12914.51
NORTHERN MICRO,2017-2018,52760.82,54414.36
NORTHERN MICRO,2018-2019,38710.77,39144.24
NORTHERN MICRO,2019-2020,209104.24,204676.71
NORTHERN MICRO,2020-2021,45602.28,42969.92
NOVA NETWORKS,2019-2020,12910.25,12677.76
NOVA NETWORKS,2021-2022,13819.90,12492.97
OTTAWA BUSINESS INTERIORS,2019-2020,34339.04,34002.16
OTTAWA BUSINESS INTERIORS,2020-2021,39916.40,38013.21
OTTAWA BUSINESS INTERIORS,2021-2022,26683.84,25066.52
PHOENIX STRATEGIC PERSPECTIVES,2018-2019,53711.96,54213.72
PHOENIX STRATEGIC PERSPECTIVES,2019-2020,148928.62,149058.94
PHOENIX STRATEGIC PERSPECTIVES,2020-2021,144647.76,138078.50
PHOENIX STRATEGIC PERSPECTIVES,2021-2022,93867.17,88521.80
PORTAGE PERSONNEL,2017-2018,4657.45,4790.46
PORTAGE PERSONNEL,2018-2019,142448.05,145296.59
PORTAGE PERSONNEL,2019-2020,46305.52,45924.37
PORTAGE PERSONNEL,2022-2023,39663.00,35211.56
PRINTERS PLUS,2019-2020,148286.02,146668.81
PROSCI CANADA,2018-2019,72828.50,74052.95
PURELOGIC,2021-2022,24397.83,22055.25
PURESPIRIT SOLUTIONS,2018-2019,23676.08,23897.25
PURESPIRIT SOLUTIONS,2019-2020,178357.36,175951.39
PURESPIRIT SOLUTIONS,2020-2021,274863.32,261758.02
PURESPIRIT SOLUTIONS,2021-2022,204319.87,184701.91
PURESPIRIT SOLUTIONS,2022-2023,50958.48,45319.95
QMR,2022-2023,96050.00,85469.02
QUANTUM MANAGEMENT SERVICES,2018-2019,16469.26,16697.87
QUINTET CONSULTING,2017-2018,15311.28,15748.55
QUINTET CONSULTING,2018-2019,37657.47,38662.81
RAYMOND CHABOT GRANT THORNTON,2018-2019,431856.34,439693.11
ROGERS,2017-2018,148.22,152.45
ROGERS,2018-2019,18228.82,18576.22
ROGERS,2019-2020,17873.36,17730.79
SAMSON ASSOCIES,2018-2019,101093.22,102906.78
SAMSON ASSOCIES,2019-2020,23154.73,22626.22
SAMSON ASSOCIES,2020-2021,10067.27,9509.84
SOFTCHOICE,2019-2020,31035.45,30499.09
SOFTCHOICE,2020-2021,6128.06,5822.24
SOFTCHOICE,2021-2022,42800.36,39685.65
SOFTCHOICE,2022-2023,15050.24,13385.78
STONEWORKS TECHNOLOGIES,2018-2019,230464.90,235675.18
STONEWORKS TECHNOLOGIES,2019-2020,81919.29,80128.42
STONEWORKS TECHNOLOGIES,2020-2021,47807.36,45151.52
TAG HR,2019-2020,63713.69,63726.91
TEKNION,2022-2023,44920.94,39788.05
TELECOM COMPUTER SERVICES,2017-2018,38057.03,39172.00
TELECOM COMPUTER SERVICES,2018-2019,202612.98,204696.30
TELECOM COMPUTER SERVICES,2019-2020,455411.93,450128.31
TELECOM COMPUTER SERVICES,2020-2021,6486.11,6157.37
THE AIM GROUP,2017-2018,25000.00,25723.48
THE AIM GROUP,2019-2020,706536.98,700013.63
THE AIM GROUP,2020-2021,1204317.27,1148110.04
THE AIM GROUP,2021-2022,2384804.55,2209241.56
THE AIM GROUP,2022-2023,5710506.72,5101592.27
THE GOVERNING COUNCIL OF,2020-2021,39999.97,38047.50
THOMAS SCHMIDT,2019-2020,98220.76,96704.22
THOMAS SCHMIDT,2020-2021,178361.08,169856.95
THOMAS SCHMIDT,2021-2022,178361.08,165826.87
THOMAS SCHMIDT,2022-2023,178361.08,159598.24
TRM TECHNOLOGIES,2018-2019,183934.24,186990.22
TRM TECHNOLOGIES,2019-2020,247499.76,245525.46
TURTLE ISLAND STAFFING,2022-2023,36612.00,32750.95
WILLS TRANSFER,2017-2018,22457.34,23151.50
WILLS TRANSFER,2018-2019,22508.84,22940.18
WILLS TRANSFER,2019-2020,22570.51,22390.47
WILLS TRANSFER,2020-2021,16242.82,15468.37
WILLS TRANSFER,2021-2022,16950.00,15753.13
WILLS TRANSFER,2022-2023,17675.36,15808.83
WINDREACH CONSULTING SERVICES,2022-2023,73916.31,66166.25
