d_vendor_name,total
STRYKER CANADA,42877341.54
DALIAN ENTERPRISES,42610504.14
PARKLAND REFINING,42054021.38
VERREAULT NAVIGATION,41190114.77
CEPHEID CAD FUNDS,40505521.81
GEORGE COUREY,39743880.27
CBCI TELECOM,39728904.03
ARCHITECTURE 49,39399552.69
JOSEPH ELIE,39376022.13
ARCHITECTURE EVOQ,39194312.52
SMITHS DETECTION,38948387.46
VANCOUVER DRYDOCK COMPANY,38842258.60
QM ENVIRONMENTAL,38696527.48
AMD MEDICOM,37558716.45
ADOBE,36945362.25
SANI SABLE LB,36684873.40
SCANSA CONSTRUCTION,36651288.21
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,36642769.79
9053 9776 QUEBEC,36581748.46
MAXIM 2000,36395201.77
METRO PAVING AND ROAD BUILDING,35611051.57
CA,35359796.33
MCKINSEY AND COMPANY,35280582.28
KUDLIK CONSTRUCTION,35035432.62
BARGREEN ELLINGSON,34854933.75
CON PRO INDUSTRIES CANADA,34177349.03
CONSTRUCTION CYBCO,33112031.64
PENNECON,32986414.79
BIRD CONSTRUCTION COMPANY,32556410.04
JANKEL TACTICAL SYSTEMS,32520114.13
TRANSWEST AIR,31924408.32
IT NET CONSULTANTS,31851467.75
PRECISIONIT,31632916.09
PURELOGIC,31387728.82
FRANNAN INTERNATIONAL,31286948.45
ATWILL MORIN,31012198.40
JOHNSON S CONSTRUCTION,30974095.85
WORLD UNIVERSITY SERVICE OF CANADA,30778574.87
METOCEAN TELEMATICS,30492952.42
SYSTEMSCOPE,30309314.18
BUTTCON EAST,30276323.51
WILCO CONTRACTORS SOUTHWEST,30102459.38
QUOREX CONSTRUCTION SERVICES,29767275.78
ST DENIS THOMPSON,29403888.54
KINETIC CONSTRUCTION,29322717.70
LS TELCOM,29264464.07
BRONTE CONSTRUCTION PORT DALHOUSIE REHABILITATION TRUST ACCOUNT,29222553.39
ORANGUTECH,29101714.49
SEQIRUS CANADA,29058642.55
J W LINDSAY ENTERPRISES,29025811.82
TRANSPOLAR TECHNOLOGY,28959759.53
ZUTPHEN CONTRACTOR,28731323.07
HAZELWOOD CONSTRUCTION SERVICES,28307309.53
VECTOR AEROSPACE,28188722.50
STANFIELDS,28046600.00
CHANTIER NAVAL FORILLON,28009975.67
EAGLE PROFESSIONAL RESOURCES,27958721.81
QUINAN CONSTRUCTION,27957252.83
TERVITA,27932395.97
J 1 CONTRACTING,27712610.73
TOTEM OFFISOURCE,27440511.17
PANASONIC,27283494.37
TORONTO STAMP,27177969.00
BLACKBERRY,27039081.03
LEC ENGINEERING CONTRACTING,26704487.43
WILDSTONE CONSTRUCTION,26637395.50
WOODWARD S OIL,26403203.50
WATERS,26395748.16
AVONDALE CONSTRUCTION,26253717.37
FVB ENERGY,26242269.10
GROUPE ROBERT,25271142.09
NORTHWESTEL,25264563.13
AIRBUS,25160445.51
EMIL ANDERSON CONSTRUCTION,25027872.78
851791 NWT,24930061.91
D F S,24775010.31
KING HOE EXCAVATING,24690243.04
BANCTEC CANADA,24503478.56
DAWSON CONSTRUCTION,24225185.86
R E GILMORE INVESTMENTS,24141465.92
CITRIX,24113352.98
KENN BOREK AIR,23964175.06
ENTRUST,23684475.72
9006 9311 QUEBEC,23682951.34
2220742 ONTARIO,23187628.01
DIAMOND AND SCHMITT ARCHITECTS,23141959.85
CYMI CANADA,23012723.22
"NAV CANADA",23012108.60
SILLIKER,22983810.45
COWI NORTH AMERICA,22793839.35
COADY CONSTRUCTION EXCAVATING,22618244.66
WRIGHT CONSTRUCTION WESTERN,22058221.79
TANGLE RIDGE CUSTOM CRUSHING,22022990.71
PERCEPTICS,21991903.96
529040 ONTARIO AND 880382,21968866.25
FLOYD S CONSTRUCTION,21845304.65
COMMVAULT SYSTEMS,21789326.66
INTEROUTE CONSTRUCTION,21758360.32
TURNER TOWNSEND,21544958.57
E D BRUNET ET ASSOCIES CANADA,21504668.15
ENTREPRISE DE CONSTRUCTION T E Q,21467890.54
SECURIGUARD SERVICES,21380928.29
SECUREKEY TECHNOLOGIES,21374218.50
GDI SERVICES,21275616.13
NORTAC DEFENCE,21208217.62
MNP,21114277.89
STERLING FUELS,21085829.15
CALKO GROUP,21081186.52
GREY ROCK SERVICES,20974194.36
MICRONOSTYX,20699342.30
MACONNERIE DYNAMIQUE,20402004.63
HOSKIN SCIENTIFIC,20346346.14
SPRINGER VERLAG,20104707.08
EBSCO CANADA,19865808.07
NEPTEC DESIGN GROUP,19763938.17
DNR CONSULTING GROUP,19723550.01
SALESFORCE CANADA,19376885.82
OPTIV CANADA FEDERAL,19233264.16
BARRIE MACKAY CONTRACTING,19096043.53
ADP CANADA COMPAGNIE ADP CANADA,18996256.50
KONGSBERG,18966923.68
VVI CONSTRUCTION,18961944.91
PRONEX EXCAVATION,18955051.35
MEDTRONIC CANADA,18855303.02
ELBIT SYSTEMS,18792959.94
INTEGRA NETWORKS,18739653.01
CONSTRUCTION DERIC,18616115.57
MORIYAMA TESHIMA ARCHITECTS,18594497.36
POINT HOPE MARITIME,18525579.23
GETINGE CANADA,18523045.88
NORTH AMERICA CONSTRUCTION,18500205.61
GLASSHOUSE SYSTEMS,18485312.76
EMCON SERVICES,18446473.25
AV TECH,18418383.52
TRUDELL HEALTHCARE SOLUTIONS,18381302.09
PRECISION ADM,18283200.00
GROUPE ENERGIE BDL,18187278.45
THE CANADA LIFE ASSURANCE COMPANY,18153428.28
ASBEX,18060951.54
GREAT SLAVE HELICOPTERS,18056012.05
TRAINOR MECHANICAL CONTRACTORS,17896321.17
MINISTRY OF FINANCE,17859984.21
ALVA CONSTRUCTION,17839039.12
M D STEELE CONSTRUCTION,17695448.01
"NADINE INTERNATIONAL",17682119.38
GLOBAL LIFE SCIENCES SOLUTIONS,17606483.12
TITANIUM CONSTRUCTION,17551288.62
CLOSEREACH,17471223.87
SOCIETE EMMANUEL GREGOIRE,17325555.81
ANCHOR QEA,17064323.88
DE ANGELIS CONSTRUCTION,17062961.15
OEI KRUEGER,17010726.77
BERVIN CONSTRUCTION,16928250.59
NISSAN CANADA,16909971.80
MEGA TECH,16863988.45
DCL CONSTRUCTION SERVICES,16764169.93
WPP GROUP CANADA COMMUNICATIONS,16639940.84
EMPOWERED NETWORKS,16593106.36
ST LEONARDS PLACE PEEL,16591928.70
URBAN VALLEY TRANSPORT,16580000.00
ASOKAN BUSINESS INTERIORS,16461991.55
TRANSCONTINENTAL PRINTING,16418388.80
CANADIAN LEASEBACK,16396307.32
PALFINGER MARINE,16384869.87
PAVEX,16315696.36
BAXTER,16270111.63
BRIQUETAL,16072181.14
B R ENTERPRISES,16069295.43
ARDENT GLOBAL,15924435.88
SUNCOR ENERGY,15876096.93
DELCO AUTOMATION,15864931.04
MICHAEL WAGER CONSULTING,15862313.46
INDIVIOR UK,15643126.85
ASSOCIATED ENGINEERING,15564345.18
GESTION AJ,15563158.39
AMEX BANK OF CANADA,15497151.33
ROSCOE CONSTRUCTION,15495657.71
ISM INFORMATION SYSTEMS MANAGEMENT,15483522.04
EXCAVATION RENE ST PIERRE ENG,15408013.94
FIRST PEOPLES INFRA,15363059.81
INNOVASEA MARINE SYSTEMS CANADA,15148481.01
CANADIAN VETERANS VR SERVICE,15132933.66
JOHNSON CONTROLS CANADA,15124036.69
IFATHOM,15122192.52
CWP CONSTRUCTORS,15092914.13
CONFECTION AVENTURE,15084720.00
NOTRA,15084261.55
ARUP CANADA,15036071.73
CELEB CONSTRUCTION,14948224.35
"NAVPOINT CONSULTING GROUP",14898682.39
NDL CONSTRUCTION,14890083.27
CRANDALL ENGINEERING,14860900.62
TSUU T INA CONTRACTING GP,14859000.00
VANRX PHARMASYSTEMS,14733652.75
JASCO APPLIED SCIENCES CANADA,14699714.40
THE FIA GROUP 4083261 CANADA,14673370.99
KANTER MARINE,14618335.24
BROADNET TELECOM,14592890.48
DSS MARINE,14467009.61
KEYSTONE SUPPLIES INTERNATIONAL,14453969.26
MERCK FROSST,14440055.15
IBI GROUP ARCHITECTS CANADA,14424372.64
7305516 CANADA,14414651.20
SDL INTERNATIONAL CANADA,14402708.70
GRIFFIN ENGINEERED SYSTEMS,14368970.84
COLUMBIA FUELS,14362231.01
EBC,14334770.31
CHANDOS CONSTRUCTION,14308566.53
WORLD UNIVERSITY CONSORTIUM,14303725.16
DAVID S LAFLAMME CONSTRUCTION,14238764.86
PROSCI CANADA,14222008.91
CULLEN DIESEL POWER,14214651.15
ALLIED PAVING,14131530.63
ST LEONARD S COMMUNITY SERVICES,14121571.81
ADVANCED PARAMEDIC,14031903.36
CANAM PONTS CANADA,14003627.12
GLOBAL UPHOLSTERY,13985591.83
ST LEONARD S SOCIETY HAMILTON,13985154.72
MASKIMO CONSTRUCTION,13936328.11
JIM PATTISON INDUSTRIES,13899530.59
TESTFORCE SYSTEMS,13873259.52
BANFIELD SEGUIN,13811224.02
PR3 MEDIAS,13804814.16
LESLIE BENN CONTRACTING,13781296.65
9090 5092 QUEBEC,13713766.32
NORTH ATLANTIC PETROLEUM,13688334.93
SED SYSTEMS,13675275.11
NITAM SOLUTIONS,13673611.99
CAN AM PLATFORMS CONSTRUCTION,13611387.33
D4IS SOLUTIONS,13501221.33
CONSTRUCTION BUGERE,13456117.70
MERIDIAN MEDICAL TECHNOLOGIES,13403710.80
UNIVERSITY OF WATERLOO,13331106.72
CCR CONSTRUCTION,13292253.00
MACONNERIE RAINVILLE ET FRERES,13258098.22
MEGALEXIS COMMUNICATIONS,13232328.93
COMPUWARE OF CANADA,13024500.55
WESTCOAST GENESIS SOCIETY,12920673.61
ST GELAIS MONTMINY ASSOCIES,12913310.83
MASONTECH,12893751.02
EMMANUEL CONSTRUCTION SERVICES,12883254.09
CONSORTIUM TRANSTEC ET SERVICE,12866990.46
MARINE CONTRACTORS,12866585.34
BRETON MICHEL MD,12794654.78
ZODIAC HURRICANE TECHNOLOGIES,12736559.11
CANADIAN PAEDIATRIC SOCIETY,12684559.57
B T L CONSTRUCTION,12654858.23
10647802 CANADA,12603253.76
JEMTEC,12593181.04
BOMIMED,12570869.01
UNIVERSITY OF GUELPH,12568558.91
DHL EXPRESS CANADA,12561664.02
KANIYASIHK CULTURE CAMPS,12547554.52
UNIVERSITY OF OTTAWA,12479234.08
CANADIAN HELICOPTERS,12467537.39
CONSTRUCTION J R SAVARD,12427658.49
SUBARU CANADA,12424976.98
MCKNIGHT ENTERPRISES,12403740.02
AINSWORTH,12357163.71
MARINE RECYCLING,12322879.01
LES CONSTRUCTIONS BINET,12137485.83
BELL AND HOWELL CANADA,12113095.96
GO DEEP INTERNATIONAL,12093009.46
K C E CONSTRUCTION,12088799.84
DASCO EQUIPMENT,12062493.35
CERIDIAN,12016535.05
E CONSTRUCTION,12014030.27
EVEREST CONSTRUCTION MANAGEMENT,11963284.93
AON REED STENHOUSE,11925638.63
"NAUT MAWT TRIBAL COUNCIL",11913804.05
WILLS TRANSFER,11853077.73
ACCESS 2 NETWORKS,11814190.34
DST CONSULTING ENGINEERS,11814113.41
VANCOUVER AIRPORT AUTHORITY,11791021.92
WESTCOMB OUTERWEAR,11757606.62
AIM HEALTH GROUP,11724908.68
HOULE ELECTRIC,11717022.82
NORDMEC CONSTRUCTION,11708570.48
VISA SERVICES,11674267.35
BROADWATER INDUSTRIES,11625440.93
DF BARNES SERVICES,11597382.48
ROXBORO EXCAVATION,11583153.16
JONES LANG LASALLE,11525362.18
DRAEGER,11484827.42
GALENVS SCIENCES,11465140.06
GRAW RADIOSONDES,11458827.10
R2I,11442838.23
ACT,11435977.15
APOTEX,11430639.86
L A HEBERT,11409159.01
SPRINGHILL CONSTRUCTION,11407748.11
IMTECH MARINE CANADA,11393569.61
CRUICKSHANK CONSTRUCTION,11376531.29
EUROVIA QUEBEC CONSTRUCTION,11333255.11
UNIVERSITY OF REGINA,11328130.29
NORTHFIELD METAL PRODUCTS,11319269.66
CYTELLIGENCE,11300000.00
ALINEA INTERNATIONAL,11244055.30
PRAGMATIC CONFERENCING,11214291.81
BRAGG COMMUNICATIONS,11193129.51
6834973 CANADA,11108290.72
LES INSTALLATIONS ELECTRIQUES,11062173.45
KONICA MINOLTA BUSINESS SOLUTIONS,11057629.10
R W TOMLINSON,11032701.79
MITSUBISHI MOTOR SALES,11032651.89
VERITAS TECHNOLOGIES,11002879.94
PRINCE GEORGE ACTIVATOR,10984727.60
INFO TECH RESEARCH GROUP,10952835.91
WILD STONE ENGINEERING,10951014.73
HAWORTH,10948859.29
KMS INDUSTRIES,10908220.87
NORTHEAST TREE TRIMMING,10877832.41
ZYCOM,10812410.64
GSI INTERNATIONAL CONSULTING,10797799.42
CONSTRUCTION SOCAM,10796980.70
RESIDENCE CARPEDIEM,10785112.54
MIKE KELLY SONS,10769065.34
AIR INUIT,10737220.28
CATHOLIC SOCIAL SERVICES,10707344.03
RAMPART INTERNATIONAL,10705584.87
CHU SAINTE JUSTINE,10692085.41
FACCA,10691943.48
GRC ARCHITECTS,10679386.95
ONLINE CONSTRUCTORS,10655445.14
NORTH COUNTRY MAINTENANCE,10633946.10
TRIPLEWELL CANADA,10577093.80
POLARIS INDUSTRIES,10540000.85
SEAWATCH,10532221.13
SERVICE STAR BUILDING CLEANING,10523715.65
KONTZAMANIS GRAUMANN SMITH,10487734.94
INDUSTRIES OCEAN,10468688.11
3469051 CANADA,10464484.64
ISLAND WEST COAST DEVELOPMENTS,10436091.75
REGENT CONSTRUCTION,10419906.55
AGILEC,10368511.29
GILMORE REPRODUCTIONS,10344068.08
MOERAE SOLUTIONS,10322465.06
DOMUS BUILDING CLEANING,10312603.35
COUGAR ENGINEERING CONSTRUCTION,10306043.71
COASTAL RESTORATION MASONRY,10295216.80
MAISON CHARLEMAGNE,10255606.44
CARSWELL,10201295.79
APS AVIATION,10151817.47
UNIVERSITY OF CALGARY,10147897.64
THRIVE HEALTH,10141750.00
KASIAN ARCHITECTURE INTERIOR DESIGN,10101952.34
CLEANMATTERS JANITORIAL SERVICES,10097100.72
POSTMEDIA NETWORK,10050372.11
KETZA PACIFIC CONSTRUCTION,10043695.72
MAGAL S3 CANADA,10036702.64
PMB ELECTRICAL SERVICES,10027836.90
ACME FUTURE SECURITY CONTROLS,9989335.36
9275 0181 QUEBEC,9921132.79
LEAR CONSTRUCTION,9845365.95
P K WELDING FABRICATORS,9838531.52
CLEARWATER STRUCTURES,9819227.96
ST AIRBORNE SYSTEMS,9815697.60
AB SCIEX,9794336.63
BROOK CONSTRUCTION,9793955.82
MUNICIPAL READY MIX,9792315.27
OLIN,9742077.46
TOFCON CONSTRUCTION,9738209.17
HIPPERSON CONSTRUCTION,9738173.63
VOYAGEUR TRANSPORTATION,9725999.39
JOHN WILEY SONS,9696147.66
SYMCOR,9693017.51
LEMAY,9690134.14
ROSS AND ANGLIN,9678860.11
WORLDREACH SOFTWARE,9675277.80
GENERAL ELECTRIC CANADA,9637932.69
LLOYD LIBKE LAW ENFORCEMENT SALES,9616380.64
BOYD MOVING STORAGE,9611543.63
PHOENIX DRUG ALCOHOL RECOVERY,9604950.53
EXCAVATION LOISELLE,9603806.74
736902 ONTARIO,9598657.26
TITAN BOATS,9566729.95
PATTISON SIGN GROUP,9562447.74
S W WEEKS CONSTRUCTION,9536869.10
DEXTERRA,9513963.62
ROBERTSON MARTIN ARCHITECTS,9512413.81
GOVERNMENT OF THE NWT,9505207.65
JJM CONSTRUCTION,9415270.97
CUMMINS CANADA,9359586.93
1320376 ONTARIO,9356355.20
MEEWASINOTA CRF,9341648.17
KEYDATA ASSOCIATES,9314564.66
FISHER PAYKEL HEALTHCARE,9280332.65
FACTIVA,9249676.96
YAMAHA MOTORS CANADA,9231025.83
BEAUDOIN CANADA,9214865.59
ARIBA,9209911.48
LES CONSTRUCTIONS DES ILES,9207054.23
TRIDENT CONSTRUCTION,9196677.12
CARMACKS ENTERPRISES,9192185.33
MAISON CROSS ROADS DE LA SOCIETE,9155984.95
DLS TECHNOLOGY,9126618.75
FUGRO GEOSURVEYS,9008825.99
WM M 1993,9008435.37
SOFTSIM TECHNOLOGIES,8978414.26
THE VCAN GROUP,8956094.96
UNISOFT INTERNATIONAL,8933833.31
ECO TECHNOLOGIES,8933670.14
SEYEM,8911167.15
VIA TRAVAIL,8866488.25
SEAGATE CONSTRUCTION,8847408.63
XPERA RISK MITIGATION INVESTIGATION,8832069.70
ALLEN HASTINGS,8818362.09
BAVARIAN NORDIC,8810644.79
KAYWAY INDUSTRIES,8805060.12
RUSSELL CHERNOFF RAND THOMPSON,8781787.48
CONSTRUCTION SIMDEV,8775502.12
MURRAYS WINDERMERE GARDENS,8769690.90
NFOE,8732320.72
PROMAXIS,8702769.64
FORRESTER RESEARCH,8700156.78
GLENCAIRN EDUCATIONAL SERVICES,8660180.24
ATS SERVICES,8642975.74
DRAGAGE IM,8640331.60
9099 3593 QUEBEC INTER PROJE,8638684.87
MAISON JEUN AIDE,8638631.70
NORTHERN CONTRACTING,8634311.83
LES TRADUCTEURS REUNIS,8622747.44
MESSA COMPUTING,8612504.43
VERITAS CANADA,8607450.37
LAURENTIAN TECHNOLOGIES,8607147.50
FOXIT SOFTWARE,8593728.49
CANTEX OKANAGAN CONSTRUCTION,8578045.33
CIRCLE OF EAGLES LODGE SOCIETY,8543297.86
4083261 CANADA,8515592.65
ATTACHMATE,8506140.38
OSKAR CONSTRUCTION,8495956.30
OKANAGAN HALFWAY HOUSE SOCIETY CRF,8492391.47
LEVAERO AVIATION,8472286.60
HASKONING UK,8468172.95
LEO PISCES SERVICES GROUP,8438420.63
THE HALIFAX GROUP,8423526.92
INTERWORKS CONTRACTING,8423312.06
HOUSE OF HOPE,8413290.61
UNIVERSAL HELICOPTERS,8375850.79
AERO SUPPLIES,8365820.46
NRNS,8359185.49
TECHNOREM,8353706.08
VAISALA CANADA,8311386.57
N P A,8309338.05
AEROPORTS DE MONTREAL,8294161.13
APPTION,8255510.34
GEMMA PROPERTY SERVICES,8246461.71
AVMAX AVIATION SERVICES,8243098.10
INSTRUX MEDIA,8238362.24
FREEBALANCE,8225866.25
TRACK24 CANADA,8217373.97
UNIVERSITY OF SASKATCHEWAN,8187991.61
HAWBOLDT INDUSTRIES,8187671.09
"NATIVE CLAN ORGANIZATION",8096478.85
PIDHERNEY S,8093659.72
J L RICHARDS ASSOCIATES,8091563.29
TRAUGOTT BUILDING CONTRACTORS,8088257.25
M SULLIVAN SON,8082759.54
CONSTRUCTIONS BSL,8067448.87
BAY CONSTRUCTION MANAGEMENT,8045793.45
CEDROM SNI,8007217.06
WESTJET AIRLINES,8000000.00
ARCP ATLANTIC ROAD CONSTRUCTION,7998846.26
ACOSYS CONSULTING SERVICES,7991118.41
MICHANIE CONSTRUCTION,7974206.63
MORPHO CANADA,7963479.13
CORSORTIUM TRANSTEC,7954428.00
TANKATEK,7946828.37
RACING FORENSICS,7941487.64
HITRAC,7914955.42
LANNICK CONTRACT SOLUTIONS,7887105.07
QUARTZ NATURE,7872016.32
J J LEPERA INFRASTRUCTURES,7851956.35
WESTOWER COMMUNICATIONS,7816988.59
ENTREPRISE CLAVEAU,7789657.34
GAUDETTE S TRANSIT MIX,7788362.96
LEXISNEXIS CANADA,7778712.23
CANMEC INDUSTRIEL,7766429.21
EKOS RESEARCH ASSOCIATES,7749494.29
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,7746376.03
BOLLORE LOGISTICS,7743262.09
2536 4589 QUEBEC,7703495.40
CANADYNE TECHNOLOGIES,7703051.82
QUINTET CONSULTING,7699251.10
NOVA CONSTRUCTION,7689362.35
NUIX NORTH AMERICA,7685805.47
TT VISA SERVICES,7636445.15
GRANITE MANAGEMENT,7631282.86
MARTECH ELECTRICAL SYSTEMS,7604025.08
IPSOS,7600333.25
MOSS DEVELOPMENT,7583268.40
JASTRAM ENGINEERING,7567728.13
MAISON JOINS TOI,7559115.29
TORONTO BAIL PROGRAM,7541579.20
BUDGELL S EQUIPMENT RENTALS,7538964.75
LEEWAY YACHTS,7535546.11
BIGHORN CONSTRUCTION,7522081.68
OTIS ELEVATOR,7507197.03
SCHOELER HEATON ARCHITECTS,7494673.14
MARITIME FENCE,7491130.79
FSC,7486995.32
SHELTER NOVA SCOTIA,7483325.55
FREQUENTIS CANADA,7444625.68
LEDCOR CONSTRUCTION,7442140.48
MCGREGOR GEOSCIENCE,7425204.64
B L ASSOCIATES,7421077.11
LANDFORM CIVIL INFRASTRUCTURES,7414996.56
GHD,7406401.99
ADPEARL,7403760.00
J M LEDRESSAY ASSOCIATES,7363038.24
BAUER HOCKEY,7345000.00
MCAFEE INTERNATIONAL,7312538.44
CCM CONSTRUCTION,7309085.09
TDI INTERNATIONAL,7306881.80
GLOBAL TOTAL OFFICE,7295299.01
MUSTANG HELICOPTERS,7278648.16
GW REALTY,7274912.26
G BIRD HOLDINGS,7201100.82
HELITRADES,7188540.10
INTERACTIVE AUDIO VISUAL,7177509.63
REFORMAR,7173928.90
HORIZANT,7164263.02
ENVIRONICS RESEARCH GROUP,7119496.66
NELSON ENVIRONMENTAL REMEDIATION,7113728.16
NORTHERN CONSTRUCTION,7108257.89
AFC INDUSTRIES,7092128.29
UNITED CHURCH HALFWAY HOMES,7091167.98
THE KTL GROUP,7072450.30
THINK ON,7071751.99
RAPISCAN SYSTEMS,7068039.20
METALCRAFT MARINE,7055025.51
AQUA GUARD SPILL RESPONSE,7047132.62
DALHOUSIE UNIVERSITY,7043880.34
NEUROSCOPE,7040966.60
HORSESHOE HILL CONSTRUCTION,7034015.38
P B ENTREPRISES,7021555.37
ROSBOROUGH BOATS,7019427.04
TRAYTOWN BUILDERS,7009746.18
PIONEER CONSTRUCTION,6953121.07
CONVERGINT TECHNOLOGIES,6950217.71
PHASELOCK SYSTEMS INTERNATIONAL,6947826.55
WHOOSHH INNOVATIONS,6944242.54
LAVAL FORTIN,6908278.59
GLOBAL KNOWLEDGE,6907272.95
PROVENCHER ROY ASSOCIES,6894883.56
CARLETON ELECTRIC,6893459.20
