d_vendor_name,total
WOOLLY MAMMOTH OUTERWEAR,87343974.03
UNISYS CANADA,86201552.02
DELL COMPUTER,86106574.34
PALADIN GROUP,85773293.10
IPSS,85160924.92
XEROX,84870021.60
ATCO,84450676.80
EIFFAGE INNOVATIVE CANADA,84005446.56
BELL TEXTRON,83242507.41
QUANTUM MANAGEMENT SERVICES,82310730.32
LUMINA IT,82045870.35
RICOH,80890416.96
GATESTONE,80616286.67
QM ENVIRONMENTAL,80409054.13
GRAYBRIDGE INTERNATIONAL CONSULTING,80398101.93
TELECOM COMPUTER SERVICES,79589901.95
COMPUGEN,78949715.93
SAS INSTITUTE,78655415.63
GREENFIELD CONSTRUCTION,77759104.43
ABB,77641381.94
THERMO FISHER SCIENTIFIC,77606588.68
RJG CONSTRUCTION,77576530.26
BOLESS,76375954.22
G4S SECURITY SERVICES,76234739.15
LIONBRIDGE,75561274.63
GC STRATEGIES,73947348.18
SELEX,73692330.73
GLAXOSMITHKLINE,73456231.64
HAMEL CONSTRUCTION,73402113.29
PROTAK CONSULTING GROUP,72437095.91
LIFE TECHNOLOGIES,72001547.43
THE CANADA LIFE ASSURANCE COMPANY,71812693.46
ARCHITECTURE 49,71129124.24
FCA CANADA,71062716.28
MCKINSEY AND COMPANY,70668452.81
TOSHIBA CANADA,70224698.63
DEXTER CONSTRUCTION,69524222.22
BIO NUCLEAR DIAGNOSTICS,69059145.38
"NAHANNI CONSTRUCTION",68961957.37
CA,68772166.04
ADVANCED BUSINESS INTERIORS,68661605.83
BLACK MCDONALD,68394905.51
BUREAU VERITAS,68360091.01
BIRON GROUPE SANTE,68310503.10
CORBEL MANAGEMENT,68269321.79
FELIX TECHNOLOGY,68164906.39
PRIMED MEDICAL PRODUCTS,67337400.15
SLR CONSULTING CANADA,67235376.93
JONELJIM CONCRETE CONSTRUCTION,67197960.38
11983890 CANADA CENTRE,67099400.00
CARAHSOFT TECHNOLOGY,66753633.64
SOFTCHOICE,66310268.92
HITACHI DATA SYSTEMS,66234273.23
TALIGENT CONSULTING,66052459.78
QMR,65636499.39
DALIAN ENTERPRISES,64664482.82
GREATER TORONTO AIRPORT AUTHORITY,64605059.96
PENN CONSTRUCTION CANADA,63119207.07
ESRI,63101091.69
REDACTED,63047897.02
MCELHANNEY ASSOCIATES,62657549.75
BDO CANADA,62469709.50
ROUDEL MEDICAL AND SURGICAL,62257350.00
APPLIED ELECTONICS,61406429.08
PROCOM CONSULTANTS,60693401.79
DRAGAGE OCEAN DSM,59961842.15
MERIDIAN MEDICAL TECHNOLOGIES,59437811.70
SAMSON ASSOCIES,59388553.93
TOYOTA,57257164.37
INKSMITH,56579411.42
GABRIELA OLIVEIRA,56258191.97
ESBE SCIENTIFIC INDUSTRIES,55436292.21
FRASER RIVER PILE DREDGE,55318439.68
GENERAL DYNAMICS,55058204.19
SQUAMISH INDIAN BAND,54982211.42
BRIDGES OF CANADA,54921304.11
WINMAR,54916520.77
TETRA TECH,54646648.64
GRAHAM CONSTRUCTION,54420205.41
EMS TECHNOLOGIES,53596519.08
RAYMOND CHABOT GRANT THORNTON,53582374.88
MGIS,53395878.14
CONSTRUCTION LFG,53101228.93
BLACKBERRY,52732986.42
ILLUMINA CANADA,52563577.80
LOUIS W BRAY CONSTRUCTION,52130110.44
BAYSHORE HEALTHCARE,51887494.60
NORR,51362459.94
LES ENTREPRISES P E C,50457897.21
DILLON CONSULTING,50372990.26
MCNALLY CONSTRUCTION,49783252.51
BIOMERIEUX CANADA,49664962.36
ADOBE,49531197.52
MNP,49514758.51
PURELOGIC,49291199.52
AMAZON,49270151.92
JOSEPH RIBKOFF,49048335.01
J STERLING INDUSTRIES,48840242.00
REACTOR ENGINEERING GROUP,48307500.00
ALLIED SHIPBUILDERS,47932168.88
UNITED VAN LINES CANADA,47630000.00
NUNA EAST,47571547.69
METOCEAN TELEMATICS,47548060.46
AMD MEDICOM,46668041.60
ABBOTT,46537558.95
AVI SPL,46185003.33
CANADIAN MARITIME ENGINEERING,46178911.51
AGILENT,45818925.87
EAGLE PROFESSIONAL RESOURCES,45625437.11
ORANGUTECH,45254446.42
SMITHS DETECTION,45152631.30
CBCI TELECOM,44977664.45
DATA COMMUNICATIONS MANAGEMENT,44822387.31
ZUTPHEN CONTRACTOR,44177073.44
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,44111721.34
529040 ONTARIO AND 880382,44078837.17
M D STEELE CONSTRUCTION,43225069.85
STRYKER CANADA,43036132.90
MTS ALLSTREAM,43026931.87
SIEMENS,42648152.15
AGRITEAM CANADA,42542047.38
SEQIRUS CANADA,42295006.13
ARCHITECTURE EVOQ,42035646.43
PARKLAND REFINING,41989050.68
VERREAULT NAVIGATION,41190114.77
JOSEPH ELIE,41097443.37
TRANSWEST AIR,40946886.33
PENNECON,40815764.92
COMBAT NETWORKS,40435526.24
IT NET CONSULTANTS,40178020.18
INDUSTRA CONSTRUCTION,40090431.73
GEORGE COUREY,39743880.27
B T L CONSTRUCTION,39556224.50
CIMA,39405216.96
VANCOUVER DRYDOCK COMPANY,39385312.36
CONSTRUCTION CYBCO,39078839.16
LANGUAGE RESEARCH DEVELOPMENT GROUP,38939141.37
ENTRUST,38497871.20
SANI SABLE LB,37646334.53
ST DENIS THOMPSON,37439152.69
ALINEA INTERNATIONAL,37284252.52
CON PRO INDUSTRIES CANADA,36890179.91
WILDSTONE CONSTRUCTION,36819084.25
"NATIONS TRANSLATION GROUP",36736881.42
CERIDIAN,36699011.45
SCANSA CONSTRUCTION,36651288.21
MAXIM 2000,36644685.97
SYSTEMSCOPE,36515347.23
ELIZABETH FRY SOCIETY,36489481.03
SOLOTECH,36371845.85
LS TELCOM,36070349.32
ARCADIS CANADA,36034894.75
PRECISIONIT,35847707.37
AVONDALE CONSTRUCTION,35746366.82
SALESFORCE CANADA,35717719.59
TRM TECHNOLOGIES,35611155.06
METRO PAVING AND ROAD BUILDING,35611051.57
SIERRA SYSTEMS GROUP,35113439.76
BUTTCON,35112472.54
BARGREEN ELLINGSON,35072426.41
KUDLIK CONSTRUCTION,35035432.62
GROUPE ENERGIE BDL,34908317.31
BANCTEC CANADA,34248921.70
GSI INTERNATIONAL CONSULTING,34235493.06
ELSEVIER,34214691.60
PANASONIC,34202485.18
ATWILL MORIN,34052080.93
JANKEL TACTICAL SYSTEMS,33741634.86
WORLD UNIVERSITY SERVICE OF CANADA,33557061.48
FRANNAN INTERNATIONAL,33377766.23
FAIRBANKS MORSE ENGINE,33340611.65
TOTEM OFFISOURCE,33315041.21
BIRD CONSTRUCTION COMPANY,32781562.50
WATERS,32732904.04
MAKWA RESOURCING,32562789.96
VECTOR AEROSPACE,32560682.54
TRANSPOLAR TECHNOLOGY,32557466.46
LEDCOR HIGHWAYS,32546830.96
ANCHOR QEA,32350081.65
WPP GROUP CANADA COMMUNICATIONS,32096097.09
MCW CUSTOM ENERGY SOLUTIONS,32022080.54
ELBIT SYSTEMS,31999994.00
EMERGENT BIOSOLUTIONS,31408026.22
MOORE CANADA,31345756.94
THE RIGHT DOOR CONSULTING,31272856.25
QUOREX CONSTRUCTION SERVICES,31118333.47
WILCO CONTRACTORS SOUTHWEST,31054966.88
COLUMBIA FUELS,31013466.92
JOHNSON S CONSTRUCTION,30974095.85
ISM INFORMATION SYSTEMS MANAGEMENT,30967044.08
MAVERIN,30563283.76
WOOD CANADA,30555861.03
FVB ENERGY,30528658.35
9006 9311 QUEBEC,30435243.28
KENN BOREK AIR,30354635.63
GROUPE ROBERT,30333669.73
MDOS CONSULTING,29543087.67
SASKTEL,29463036.14
QUINAN CONSTRUCTION,29429031.73
WAJAX,29336233.30
KINETIC CONSTRUCTION,29322717.70
BRONTE CONSTRUCTION,29222553.39
L3HARRIS,29140250.08
CITRIX,29032750.91
J W LINDSAY ENTERPRISES,29025811.82
STERLING FUELS,28528194.98
MORIYAMA TESHIMA ARCHITECTS,28438913.33
HAZELWOOD CONSTRUCTION SERVICES,28307309.53
TURNER TOWNSEND,28234435.54
STANFIELDS,28046600.00
TRANSTEC,28044684.00
CHANTIER NAVAL FORILLON,28023052.49
PACIFIC SAFETY PRODUCTS,27990962.20
NEWFOUND RECRUITING,27988713.41
TERVITA,27932395.97
R R INTERNATIONAL TRANSLATION,27901899.51
J 1 CONTRACTING,27712610.73
UBIQUS CANADA,27412807.17
EQUINIX OTTAWA GOVERNMENT,27404523.64
AIRBUS,27312854.01
WOODWARD S OIL,27277759.89
TORONTO STAMP,27177969.00
TOROMONT,27133992.68
MARINE RECYCLING,26994365.60
D F S,26985212.75
OPTIV CANADA FEDERAL,26953539.06
851791 NWT,26835811.91
DIAMOND AND SCHMITT ARCHITECTS,26822350.56
LEC ENGINEERING CONTRACTING,26704487.43
COMMVAULT SYSTEMS,26658616.93
CLOSEREACH,26453032.41
NORTHWESTEL,26383874.05
R E GILMORE INVESTMENTS,26283546.06
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,26277321.52
KING HOE EXCAVATING,26229856.69
HOSKIN SCIENTIFIC,25983073.35
GLASSHOUSE SYSTEMS,25796953.80
MUSTANG SURVIVAL,25787191.00
NORTAC DEFENCE,25751405.86
NOTRA,25504116.34
THE MASHA KRUPP TRANSLATION GROUP,25326764.14
MAXSYS STAFFING AND CONSULTING,25304619.12
GDI SERVICES,25283287.04
THOMSON REUTERS,25189063.60
COWI NORTH AMERICA,25128653.47
MACONNERIE DYNAMIQUE,25106484.96
EMIL ANDERSON CONSTRUCTION,25027872.78
IIC TECHNOLOGIES,24970834.18
SILLIKER,24886031.59
BEAVER AIR CHARTER CONSULTANTS,24663384.49
FLOYD S CONSTRUCTION,24287966.62
SIMPLEX GRINNELL,24287501.10
DAWSON CONSTRUCTION,24225185.86
CANON,24224362.19
SPRINGER VERLAG,24057655.03
SECURIGUARD SERVICES,23855374.49
CISION CANADA,23854724.01
PERCEPTICS,23722807.63
EBSCO CANADA,23670349.58
2220742 ONTARIO,23567722.24
COADY CONSTRUCTION EXCAVATING,23548347.66
SOLUDOC,23520352.46
GREAT SLAVE HELICOPTERS,23455431.39
SECUREKEY TECHNOLOGIES,23422913.68
"NAV CANADA",23355646.50
VERITAS TECHNOLOGIES,23346025.78
HEMMERA ENVIROCHEM,23208200.46
CYMI CANADA,23012723.22
GRIFFIN ENGINEERED SYSTEMS,22938487.50
GENESIS INTEGRATION,22847918.93
CBCL,22666731.30
7305516 CANADA,22651378.04
MICHAEL WAGER CONSULTING,22569375.90
KONICA MINOLTA BUSINESS SOLUTIONS,22534110.60
SEEGENE CANADA,22512142.19
MEGALEXIS COMMUNICATIONS,22466244.09
IMPERIAL OIL,22101094.47
TANGLE RIDGE CUSTOM CRUSHING,22097364.64
WRIGHT CONSTRUCTION WESTERN,22058221.79
TITANIUM CONSTRUCTION,21933183.95
WOOD,21880719.84
ASBEX,21857202.50
INTEROUTE CONSTRUCTION,21758360.32
NEPTUNE SECURITY SERVICES,21716211.47
529040 ONTARIO 880382 ONTARIO,21702596.09
AMEX BANK OF CANADA,21655380.51
E D BRUNET ET ASSOCIES CANADA,21611469.72
GEMTEC,21589949.97
SOMOS,21588192.33
TOFCON CONSTRUCTION,21571130.48
SOLUTIONS MOERAE,21549688.97
AV TECH,21483157.95
ENTREPRISE DE CONSTRUCTION T E Q,21467890.54
JOHNSON CONTROLS CANADA,21298645.12
MINISTRY OF FINANCE,21108509.60
MISHKUMI TECHNOLOGIES,21085058.26
CALKO GROUP,21081186.52
KONGSBERG,21033718.80
IFATHOM,21027630.99
SOCIETE EMMANUEL GREGOIRE,21023368.90
MATCON ENVIRONMENTAL,20980569.85
GREY ROCK SERVICES,20974194.36
MICRONOSTYX,20931441.38
ASOKAN BUSINESS INTERIORS,20922299.13
DELCO AUTOMATION,20914118.88
GETINGE CANADA,20755897.46
ST LEONARDS PLACE PEEL,20719568.36
INDIVIOR UK,20681896.42
SUPREMEX,20475356.90
DNR CONSULTING GROUP,20330319.20
KEYSTONE ENVIRONMENTAL,20321802.10
SECURE ENERGY,20178967.47
R2I,20118074.76
"NADINE INTERNATIONAL",20062258.18
MARCO GROUP,20024571.27
GLOBAL LIFE SCIENCES SOLUTIONS,19938985.05
INTEGRA NETWORKS,19916994.81
POINT HOPE MARITIME,19898461.27
PAVEX,19821644.96
NEPTEC DESIGN GROUP,19763938.17
PRONEX EXCAVATION,19689464.66
AIR INUIT,19609242.26
ASSOCIATED ENGINEERING,19496744.22
EBC,19404689.34
OEI KRUEGER,19366929.07
SUNCOR ENERGY,19363885.11
ALVA CONSTRUCTION,19245372.45
M D CHARLTON,19217034.84
BARRIE MACKAY CONTRACTING,19096043.53
DHL EXPRESS CANADA,19076125.56
CONSTRUCTION DERIC,19074315.99
SUTHERLAND EXCAVATING,19063443.31
FTI CONSULTING,19027261.10
JASCO APPLIED SCIENCES CANADA,19022622.38
ADP CANADA,19006659.71
VANCOUVER PILE DRIVING,19003398.13
VVI CONSTRUCTION,18973823.69
MEDTRONIC CANADA,18855303.02
SOCIETE FRANCAISE DE DEMENAGEMENT,18850000.00
ARTEMP PERSONNEL SERVICES,18827779.61
CCR CONSTRUCTION,18818371.07
AINSWORTH,18811641.60
UNIVERSITY OF OTTAWA,18791894.46
MEGA TECH,18672657.97
NITAM SOLUTIONS,18535474.17
EMCON SERVICES,18533158.98
TRAINOR MECHANICAL CONTRACTORS,18516005.32
NORTH AMERICA CONSTRUCTION,18500205.61
AV NUNAVUT FUELS,18431826.85
TRUDELL HEALTHCARE SOLUTIONS,18381302.09
J M J HOLDINGS,18363576.44
PRECISION ADM,18283200.00
ARI FINANCIAL SERVICES,18237663.32
B R ENTERPRISES,18201286.51
GROUPE ONSCOPE,18150225.65
CONEXSYS,18062330.71
INFO TECH RESEARCH GROUP,18000286.58
CANADA POST,17821162.67
TANKATEK,17688526.56
ACCESS 2 NETWORKS,17636094.14
JONES LANG LASALLE,17601941.73
TESTFORCE SYSTEMS,17520476.37
PROOF EXPERIENCES,17518461.40
VWR INTERNATIONAL,17464948.15
CANADIAN LEASEBACK,17376810.17
ST LEONARD S COMMUNITY SERVICES,17347172.90
DCL CONSTRUCTION SERVICES,17295092.58
I4C INFORMATION TECHNOLOGY,17287107.23
ADVANCED PARAMEDIC,17275970.20
ST LEONARD S SOCIETY HAMILTON,17271334.55
METRO SUPPLY CHAIN,17237155.22
NISSAN CANADA,17206852.19
INNOVASEA MARINE SYSTEMS CANADA,17165987.47
THALES,17136075.50
DE ANGELIS CONSTRUCTION,17062961.15
KEYSTONE SUPPLIES INTERNATIONAL,16986314.13
BERVIN CONSTRUCTION,16928250.59
NIMBLE INFORMATION STRATEGIES,16902514.51
EMPOWERED NETWORKS,16847271.29
PALFINGER MARINE,16808691.67
BROADNET TELECOM,16798645.00
GILMORE REPRODUCTIONS,16749959.62
3469051 CANADA,16745701.58
PROSCI CANADA,16636786.36
VANRX PHARMASYSTEMS,16617689.07
URBAN VALLEY TRANSPORT,16580000.00
"NAVPOINT CONSULTING GROUP",16559304.89
BAXTER,16534280.96
TRANSCONTINENTAL PRINTING,16418388.80
GESTION AJ,16320234.66
FIA GROUP,16277177.89
KEYDATA ASSOCIATES,16236981.00
BANFIELD SEGUIN,16193838.77
AFN ENGINEERING,16112539.52
SEAWATCH,16105558.13
BRIQUETAL,16072181.14
CANADIAN PAEDIATRIC SOCIETY,16067315.06
WESTCOAST GENESIS SOCIETY,16020757.82
CANADIAN HELICOPTERS,15991910.57
BROADWATER INDUSTRIES,15972865.53
ARDENT GLOBAL,15924435.88
CELEB CONSTRUCTION,15911488.06
SOFTSIM TECHNOLOGIES,15900022.80
ACT,15867139.38
TAG HR,15855144.93
MORNEAU SHEPELL,15782096.27
PR3 MEDIAS,15668982.34
NDL CONSTRUCTION,15650683.74
AIM HEALTH GROUP,15648098.24
GLOBAL UPHOLSTERY,15590556.21
MADSEN DIESEL TURBINE,15567722.37
ROSCOE CONSTRUCTION,15527015.23
CWP CONSTRUCTORS,15494009.91
COLT CANADA,15484845.74
PRINTERS PLUS,15482538.39
LESLIE BENN CONTRACTING,15474449.93
1037612 TT VISA SERVICES,15449016.38
EXCAVATION RENE ST PIERRE ENG,15408013.94
DSS MARINE,15392385.38
FIRST PEOPLES INFRA,15363059.81
STRATOS,15353177.71
JIM PATTISON INDUSTRIES,15339000.68
UNIVERSITY OF GUELPH,15310883.77
PILITAK ENTERPRISES,15169492.86
INDUSTRIES OCEAN,15152353.76
ZODIAC HURRICANE TECHNOLOGIES,15147684.65
CANADIAN VETERANS VR SERVICE,15132933.66
HEAVY METAL MARINE,15085816.38
CONFECTION AVENTURE,15084720.00
ST GELAIS MONTMINY ASSOCIES,15038705.71
DEV HOTEL CONFERENCE CENTRE,15000000.00
SDL INTERNATIONAL CANADA,14967508.96
BMC SOFTWARE,14910596.63
CHANDOS CONSTRUCTION,14904244.72
RAMPART INTERNATIONAL,14902163.96
CRANDALL ENGINEERING,14868226.46
TSUU T INA CONTRACTING GP,14859000.00
D2L,14851869.54
SYMCOR,14740023.77
D4IS SOLUTIONS,14720924.76
KANTER MARINE,14618335.24
MERCK FROSST,14587128.28
VISA SERVICES,14526414.32
UNIVERSITY OF WATERLOO,14526235.45
RESIDENCE CARPEDIEM,14490957.88
IBI GROUP ARCHITECTS CANADA,14469544.26
ZYCOM,14437751.03
3M CANADA COMPANY,14431886.12
CULLEN DIESEL POWER,14385416.33
INTER MEDICO,14361859.65
WORLD UNIVERSITY CONSORTIUM,14303725.16
ALS CANADA,14301936.04
6834973 CANADA,14281045.56
PACIFIC INDUSTRIAL MARINE,14271848.24
HARBOURSIDE ENGINEERING CONSULTANTS,14242918.30
DAVID S LAFLAMME CONSTRUCTION,14238764.86
DASCO EQUIPMENT,14218308.88
GOSS GILROY,14214672.33
TUNDRA TECHNICAL SOLUTIONS,14184702.44
ROSS AND ANGLIN,14162225.62
ALLIED PAVING,14131530.63
OPSIS,14096007.70
DF BARNES SERVICES,14078333.27
THE HALIFAX COMPUTER CONSULTING GROUP,14077638.37
CANAM PONTS CANADA,14035561.18
EVEREST CONSTRUCTION MANAGEMENT,14029646.47
SERVICE STAR BUILDING CLEANING,13963397.77
ARUP CANADA,13958971.88
MASKIMO CONSTRUCTION,13936328.11
REGENT CONSTRUCTION,13914727.65
HIPPERSON CONSTRUCTION,13887979.16
VANCOUVER AIRPORT AUTHORITY,13866869.47
WORKDYNAMICS TECHNOLOGIES,13863131.02
MACONNERIE RAINVILLE ET FRERES,13847024.67
NORTH ATLANTIC PETROLEUM,13839438.02
LUXTON CONSTRUCTION,13827452.99
10647802 CANADA,13786036.13
CATHOLIC SOCIAL SERVICES,13753434.17
9090 5092 QUEBEC,13713766.32
SED SYSTEMS,13675275.11
GO DEEP INTERNATIONAL,13624555.68
CAN AM PLATFORMS CONSTRUCTION,13611387.33
NORTHFIELD METAL PRODUCTS,13601088.24
NORTHWEST MARINE TECHNOLOGY,13560142.60
POSTMEDIA NETWORK,13553137.32
PRINCE GEORGE ACTIVATOR,13490334.76
ECO TECHNOLOGIES,13483763.26
BRAGG COMMUNICATIONS,13456348.13
CONSTRUCTION BUGERE,13456117.70
HARNOIS ENERGIES,13433915.81
HOULE ELECTRIC,13377259.30
FOXIT SOFTWARE,13351831.08
MARINE CONTRACTORS,13349263.34
SUBARU CANADA,13346070.78
WILLS TRANSFER,13340514.39
ALCAIDE WEBSTER ARCHITECTS,13247993.49
POLARIS INDUSTRIES,13197991.66
ROBERTSON MARTIN ARCHITECTS,13144035.53
ST JOHN AMBULANCE,13085695.34
MAISON CHARLEMAGNE,13060387.48
BELL AND HOWELL CANADA,13053649.17
MASONTECH,13046169.54
ECOLE DE LANGUES LA CITE,13028292.42
BLUMETRIC ENVIRONMENTAL,13021442.82
FUNDY CONTRACTORS,13004912.61
REPUBLIC ARCHITECTURE,12962831.92
AON REED STENHOUSE,12951793.42
EMMANUEL CONSTRUCTION SERVICES,12916462.63
ALLIANCE ENERGY,12900934.95
SHARP ELECTRONICS,12899514.78
ACOSYS CONSULTING SERVICES,12889700.39
CHU SAINTE JUSTINE,12832896.19
LAURENTIAN TECHNOLOGIES,12806638.06
BRETON MICHEL MD,12794654.78
APS AVIATION,12784840.46
JOHN WILEY SONS,12750387.77
DLS TECHNOLOGY,12697315.87
CONVERGINT TECHNOLOGIES,12684560.57
BOMIMED,12671539.58
AEROPORTS DE MONTREAL,12661901.63
S P GLOBAL MARKET INTELLIGENCE,12649023.42
1320376 ONTARIO,12595594.31
JEMTEC,12593181.04
KANIYASIHK CULTURE CAMPS,12571638.23
MITSUBISHI MOTOR SALES,12508924.01
ADPEARL,12495809.80
COUGAR ENGINEERING CONSTRUCTION,12492786.96
"NATTIQ",12474449.89
CONSTRUCTION J R SAVARD,12427658.49
MCKNIGHT ENTERPRISES,12416861.08
BOLLORE LOGISTICS,12412668.79
DOMUS BUILDING CLEANING,12405885.19
PHOENIX DRUG ALCOHOL RECOVERY,12404950.53
LES TRADUCTIONS TESSIER,12378120.41
CONTRACT COMMUNITY,12361207.74
BOYD MOVING STORAGE,12355820.94
CHARTER TELECOM,12347515.61
"NAUT MAWT TRIBAL COUNCIL",12327579.05
R W TOMLINSON,12303985.95
PARKLAND,12253208.90
MORRISON HERSHFIELD,12213444.39
GRC ARCHITECTS,12172235.82
LES CONSTRUCTIONS BINET,12137485.83
CLEANMATTERS JANITORIAL SERVICES,12116725.52
DST CONSULTING ENGINEERS,12104572.93
K C E CONSTRUCTION,12088799.84
GRAW RADIOSONDES,12040699.31
WORLDREACH SOFTWARE,12028657.30
E CONSTRUCTION,12014030.27
CHUBB EDWARDS,11860620.54
FAST FORWARD FRENCH,11825381.72
AERO SUPPLIES,11796865.19
KIA CANADA,11774199.55
KONTZAMANIS GRAUMANN SMITH,11759555.50
WESTCOMB OUTERWEAR,11757606.62
J L RICHARDS ASSOCIATES,11748011.03
ONLINE CONSTRUCTORS,11736082.86
CUMMINS CANADA,11716461.65
NORDMEC CONSTRUCTION,11708570.48
